Date,Hours,NO
03/07/18,09-10,12724
03/07/18,10-11,12784
03/07/18,11-12,12829
03/07/18,12-13,12871
03/07/18,13-14,12790
03/07/18,14-15,12710
03/07/18,15-16,12639
03/07/18,16-17,12574
03/07/18,17-18,12466
03/07/18,18-19,12347
03/07/18,19-20,12304
03/07/18,20-21,12095
03/07/18,21-22,11849
03/07/18,22-23,11504
03/07/18,23-00,10952
04/07/18,00-01,10624
04/07/18,01-02,10460
04/07/18,02-03,10293
04/07/18,03-04,10192
04/07/18,04-05,10363
04/07/18,05-06,11209
04/07/18,06-07,12119
04/07/18,07-08,12563
04/07/18,08-09,12673
04/07/18,09-10,12897
04/07/18,10-11,12890
04/07/18,11-12,12938
04/07/18,12-13,13036
04/07/18,13-14,12977
04/07/18,14-15,12822
04/07/18,15-16,12685
04/07/18,16-17,12475
04/07/18,17-18,12277
04/07/18,18-19,12201
04/07/18,19-20,12129
04/07/18,20-21,12007
04/07/18,21-22,11826
04/07/18,22-23,11471
04/07/18,23-00,10989
05/07/18,00-01,10657
05/07/18,01-02,10416
05/07/18,02-03,10367
05/07/18,03-04,10265
05/07/18,04-05,10478
05/07/18,05-06,11211
05/07/18,06-07,12034
05/07/18,07-08,12510
05/07/18,08-09,12717
05/07/18,09-10,12901
05/07/18,10-11,12820
05/07/18,11-12,12808
05/07/18,12-13,12852
05/07/18,13-14,12842
05/07/18,14-15,12690
05/07/18,15-16,12674
05/07/18,16-17,12574
05/07/18,17-18,12226
05/07/18,18-19,12233
05/07/18,19-20,12080
05/07/18,20-21,11830
05/07/18,21-22,11716
05/07/18,22-23,11275
05/07/18,23-00,10839
06/07/18,00-01,10567
06/07/18,01-02,10377
06/07/18,02-03,10263
06/07/18,03-04,10166
06/07/18,04-05,10423
06/07/18,05-06,11132
06/07/18,06-07,11962
06/07/18,07-08,12227
06/07/18,08-09,12657
06/07/18,09-10,12838
06/07/18,10-11,12902
06/07/18,11-12,12876
06/07/18,12-13,12860
06/07/18,13-14,12401
06/07/18,14-15,12371
06/07/18,15-16,12318
06/07/18,16-17,12180
06/07/18,17-18,12051
06/07/18,18-19,11825
06/07/18,19-20,11710
06/07/18,20-21,11523
06/07/18,21-22,11314
06/07/18,22-23,11183
06/07/18,23-00,10818
07/07/18,00-01,10535
07/07/18,01-02,10317
07/07/18,02-03,10232
07/07/18,03-04,10110
07/07/18,04-05,10083
07/07/18,05-06,10316
07/07/18,06-07,10610
07/07/18,07-08,11005
07/07/18,08-09,11433
07/07/18,09-10,11740
07/07/18,10-11,11769
07/07/18,11-12,11644
07/07/18,12-13,11597
07/07/18,13-14,11530
07/07/18,14-15,11486
07/07/18,15-16,11518
07/07/18,16-17,11522
07/07/18,17-18,11515
07/07/18,18-19,11379
07/07/18,19-20,11255
07/07/18,20-21,11132
07/07/18,21-22,11004
07/07/18,22-23,10983
07/07/18,23-00,10613
08/07/18,00-01,10401
08/07/18,01-02,10204
08/07/18,02-03,10028
08/07/18,03-04,9864
08/07/18,04-05,9857
08/07/18,05-06,9889
08/07/18,06-07,10088
08/07/18,07-08,10555
08/07/18,08-09,10828
08/07/18,09-10,11211
08/07/18,10-11,11211
08/07/18,11-12,11306
08/07/18,12-13,11274
08/07/18,13-14,11236
08/07/18,14-15,11204
08/07/18,15-16,11261
08/07/18,16-17,11307
08/07/18,17-18,11354
08/07/18,18-19,11456
08/07/18,19-20,11475
08/07/18,20-21,11278
08/07/18,21-22,11060
08/07/18,22-23,10935
08/07/18,23-00,10705
09/07/18,00-01,10326
09/07/18,01-02,10066
09/07/18,02-03,10078
09/07/18,03-04,10012
09/07/18,04-05,10151
09/07/18,05-06,10873
09/07/18,06-07,11637
09/07/18,07-08,12338
09/07/18,08-09,12536
09/07/18,09-10,12474
09/07/18,10-11,12513
09/07/18,11-12,12621
09/07/18,12-13,12503
09/07/18,13-14,12515
09/07/18,14-15,12479
09/07/18,15-16,12413
09/07/18,16-17,12365
09/07/18,17-18,12315
09/07/18,18-19,12266
09/07/18,19-20,12077
09/07/18,20-21,11884
09/07/18,21-22,11603
09/07/18,22-23,11364
09/07/18,23-00,10889
10/07/18,00-01,10526
10/07/18,01-02,10339
10/07/18,02-03,10266
10/07/18,03-04,10122
10/07/18,04-05,10195
10/07/18,05-06,10999
10/07/18,06-07,11683
10/07/18,07-08,12124
10/07/18,08-09,12275
10/07/18,09-10,12384
10/07/18,10-11,12378
10/07/18,11-12,12543
10/07/18,12-13,12504
10/07/18,13-14,12462
10/07/18,14-15,12439
10/07/18,15-16,12343
10/07/18,16-17,12163
10/07/18,17-18,12051
10/07/18,18-19,12048
10/07/18,19-20,11851
10/07/18,20-21,11564
10/07/18,21-22,11426
10/07/18,22-23,11048
10/07/18,23-00,10808
11/07/18,00-01,10356
11/07/18,01-02,10258
11/07/18,02-03,10135
11/07/18,03-04,10058
11/07/18,04-05,10219
11/07/18,05-06,10930
11/07/18,06-07,11624
11/07/18,07-08,12013
11/07/18,08-09,12295
11/07/18,09-10,12620
11/07/18,10-11,12648
11/07/18,11-12,12575
11/07/18,12-13,12378
11/07/18,13-14,12385
11/07/18,14-15,12305
11/07/18,15-16,12258
11/07/18,16-17,12143
11/07/18,17-18,12127
11/07/18,18-19,11991
11/07/18,19-20,11805
11/07/18,20-21,11540
11/07/18,21-22,11385
11/07/18,22-23,11182
11/07/18,23-00,10725
12/07/18,00-01,10233
12/07/18,01-02,10108
12/07/18,02-03,10028
12/07/18,03-04,9922
12/07/18,04-05,9981
12/07/18,05-06,10699
12/07/18,06-07,11550
12/07/18,07-08,12006
12/07/18,08-09,12271
12/07/18,09-10,12545
12/07/18,10-11,12572
12/07/18,11-12,12479
12/07/18,12-13,12399
12/07/18,13-14,12387
12/07/18,14-15,12255
12/07/18,15-16,12113
12/07/18,16-17,11865
12/07/18,17-18,11841
12/07/18,18-19,11795
12/07/18,19-20,11723
12/07/18,20-21,11456
12/07/18,21-22,11371
12/07/18,22-23,11075
12/07/18,23-00,10638
13/07/18,00-01,10328
13/07/18,01-02,10168
13/07/18,02-03,10115
13/07/18,03-04,9971
13/07/18,04-05,10178
13/07/18,05-06,10833
13/07/18,06-07,11580
13/07/18,07-08,12138
13/07/18,08-09,12758
13/07/18,09-10,12817
13/07/18,10-11,12536
13/07/18,11-12,12468
13/07/18,12-13,12394
13/07/18,13-14,12352
13/07/18,14-15,12264
13/07/18,15-16,12157
13/07/18,16-17,12001
13/07/18,17-18,12111
13/07/18,18-19,11918
13/07/18,19-20,11597
13/07/18,20-21,11421
13/07/18,21-22,11277
13/07/18,22-23,11017
13/07/18,23-00,10638
14/07/18,00-01,10339
14/07/18,01-02,10122
14/07/18,02-03,9992
14/07/18,03-04,9886
14/07/18,04-05,9813
14/07/18,05-06,9879
14/07/18,06-07,10163
14/07/18,07-08,10768
14/07/18,08-09,11288
14/07/18,09-10,11540
14/07/18,10-11,11643
14/07/18,11-12,11541
14/07/18,12-13,11460
14/07/18,13-14,11289
14/07/18,14-15,11197
14/07/18,15-16,11248
14/07/18,16-17,11352
14/07/18,17-18,11276
14/07/18,18-19,11324
14/07/18,19-20,11220
14/07/18,20-21,11032
14/07/18,21-22,10854
14/07/18,22-23,10715
14/07/18,23-00,10586
15/07/18,00-01,10394
15/07/18,01-02,10221
15/07/18,02-03,10095
15/07/18,03-04,9946
15/07/18,04-05,9824
15/07/18,05-06,9876
15/07/18,06-07,10091
15/07/18,07-08,10248
15/07/18,08-09,10615
15/07/18,09-10,10880
15/07/18,10-11,11016
15/07/18,11-12,10970
15/07/18,12-13,10974
15/07/18,13-14,11011
15/07/18,14-15,11041
15/07/18,15-16,11128
15/07/18,16-17,11155
15/07/18,17-18,11134
15/07/18,18-19,11233
15/07/18,19-20,11207
15/07/18,20-21,11212
15/07/18,21-22,11004
15/07/18,22-23,10830
15/07/18,23-00,10304
16/07/18,00-01,10055
16/07/18,01-02,9874
16/07/18,02-03,9792
16/07/18,03-04,9695
16/07/18,04-05,9811
16/07/18,05-06,10641
16/07/18,06-07,11549
16/07/18,07-08,11888
16/07/18,08-09,12160
16/07/18,09-10,12371
16/07/18,10-11,12317
16/07/18,11-12,12137
16/07/18,12-13,12179
16/07/18,13-14,12133
16/07/18,14-15,12105
16/07/18,15-16,11891
16/07/18,16-17,11785
16/07/18,17-18,11779
16/07/18,18-19,11729
16/07/18,19-20,11522
16/07/18,20-21,11429
16/07/18,21-22,11225
16/07/18,22-23,10855
16/07/18,23-00,10423
17/07/18,00-01,10046
17/07/18,01-02,9882
17/07/18,02-03,9778
17/07/18,03-04,9569
17/07/18,04-05,9654
17/07/18,05-06,10296
17/07/18,06-07,11023
17/07/18,07-08,11484
17/07/18,08-09,11830
17/07/18,09-10,12135
17/07/18,10-11,12192
17/07/18,11-12,12164
17/07/18,12-13,12133
17/07/18,13-14,12149
17/07/18,14-15,12052
17/07/18,15-16,11966
17/07/18,16-17,11846
17/07/18,17-18,11566
17/07/18,18-19,11792
17/07/18,19-20,11710
17/07/18,20-21,11271
17/07/18,21-22,11238
17/07/18,22-23,10913
17/07/18,23-00,10515
18/07/18,00-01,10130
18/07/18,01-02,9984
18/07/18,02-03,9893
18/07/18,03-04,9854
18/07/18,04-05,9998
18/07/18,05-06,10618
18/07/18,06-07,11087
18/07/18,07-08,11594
18/07/18,08-09,11713
18/07/18,09-10,11985
18/07/18,10-11,12103
18/07/18,11-12,12062
18/07/18,12-13,12014
18/07/18,13-14,12019
18/07/18,14-15,11819
18/07/18,15-16,11732
18/07/18,16-17,11672
18/07/18,17-18,11643
18/07/18,18-19,11504
18/07/18,19-20,11391
18/07/18,20-21,11265
18/07/18,21-22,11108
18/07/18,22-23,10868
18/07/18,23-00,10529
19/07/18,00-01,10241
19/07/18,01-02,9929
19/07/18,02-03,9844
19/07/18,03-04,9724
19/07/18,04-05,9801
19/07/18,05-06,10462
19/07/18,06-07,10980
19/07/18,07-08,11485
19/07/18,08-09,11670
19/07/18,09-10,11911
19/07/18,10-11,11917
19/07/18,11-12,11815
19/07/18,12-13,11879
19/07/18,13-14,11891
19/07/18,14-15,11845
19/07/18,15-16,11858
19/07/18,16-17,11881
19/07/18,17-18,11826
19/07/18,18-19,11567
19/07/18,19-20,11423
19/07/18,20-21,11368
19/07/18,21-22,11209
19/07/18,22-23,10794
19/07/18,23-00,10429
20/07/18,00-01,10123
20/07/18,01-02,9972
20/07/18,02-03,9888
20/07/18,03-04,9802
20/07/18,04-05,9835
20/07/18,05-06,10435
20/07/18,06-07,11266
20/07/18,07-08,11720
20/07/18,08-09,11984
20/07/18,09-10,12133
20/07/18,10-11,12236
20/07/18,11-12,12182
20/07/18,12-13,12166
20/07/18,13-14,12105
20/07/18,14-15,12051
20/07/18,15-16,11933
20/07/18,16-17,11757
20/07/18,17-18,11692
20/07/18,18-19,11570
20/07/18,19-20,11437
20/07/18,20-21,11081
20/07/18,21-22,11000
20/07/18,22-23,10722
20/07/18,23-00,10394
21/07/18,00-01,10044
21/07/18,01-02,9826
21/07/18,02-03,9714
21/07/18,03-04,9677
21/07/18,04-05,9567
21/07/18,05-06,9746
21/07/18,06-07,10046
21/07/18,07-08,10511
21/07/18,08-09,11067
21/07/18,09-10,11320
21/07/18,10-11,11385
21/07/18,11-12,11380
21/07/18,12-13,11348
21/07/18,13-14,11321
21/07/18,14-15,11272
21/07/18,15-16,11249
21/07/18,16-17,11313
21/07/18,17-18,11306
21/07/18,18-19,11158
21/07/18,19-20,11062
21/07/18,20-21,10872
21/07/18,21-22,10704
21/07/18,22-23,10460
21/07/18,23-00,10163
22/07/18,00-01,9980
22/07/18,01-02,9806
22/07/18,02-03,9680
22/07/18,03-04,9553
22/07/18,04-05,9501
22/07/18,05-06,9635
22/07/18,06-07,9918
22/07/18,07-08,10244
22/07/18,08-09,10596
22/07/18,09-10,10737
22/07/18,10-11,10924
22/07/18,11-12,10915
22/07/18,12-13,10921
22/07/18,13-14,10884
22/07/18,14-15,10904
22/07/18,15-16,10948
22/07/18,16-17,11082
22/07/18,17-18,11162
22/07/18,18-19,11180
22/07/18,19-20,11162
22/07/18,20-21,11006
22/07/18,21-22,10994
22/07/18,22-23,10722
22/07/18,23-00,10225
23/07/18,00-01,9904
23/07/18,01-02,9743
23/07/18,02-03,9737
23/07/18,03-04,9708
23/07/18,04-05,9786
23/07/18,05-06,10439
23/07/18,06-07,11275
23/07/18,07-08,11833
23/07/18,08-09,12411
23/07/18,09-10,12412
23/07/18,10-11,12432
23/07/18,11-12,12348
23/07/18,12-13,12252
23/07/18,13-14,12173
23/07/18,14-15,12177
23/07/18,15-16,12029
23/07/18,16-17,11958
23/07/18,17-18,11797
23/07/18,18-19,11637
23/07/18,19-20,11612
23/07/18,20-21,11393
23/07/18,21-22,11286
23/07/18,22-23,11026
23/07/18,23-00,10587
24/07/18,00-01,10215
24/07/18,01-02,9983
24/07/18,02-03,9906
24/07/18,03-04,9898
24/07/18,04-05,9928
24/07/18,05-06,10768
24/07/18,06-07,11357
24/07/18,07-08,11728
24/07/18,08-09,12041
24/07/18,09-10,12216
24/07/18,10-11,12254
24/07/18,11-12,12245
24/07/18,12-13,12070
24/07/18,13-14,12123
24/07/18,14-15,12069
24/07/18,15-16,11996
24/07/18,16-17,11846
24/07/18,17-18,11827
24/07/18,18-19,11752
24/07/18,19-20,11525
24/07/18,20-21,11374
24/07/18,21-22,11330
24/07/18,22-23,10998
24/07/18,23-00,10469
25/07/18,00-01,10170
25/07/18,01-02,9960
25/07/18,02-03,9789
25/07/18,03-04,9677
25/07/18,04-05,9745
25/07/18,05-06,10453
25/07/18,06-07,10948
25/07/18,07-08,11297
25/07/18,08-09,11675
25/07/18,09-10,11918
25/07/18,10-11,12024
25/07/18,11-12,12047
25/07/18,12-13,11827
25/07/18,13-14,11903
25/07/18,14-15,11842
25/07/18,15-16,11811
25/07/18,16-17,11685
25/07/18,17-18,11700
25/07/18,18-19,11567
25/07/18,19-20,11413
25/07/18,20-21,11274
25/07/18,21-22,11293
25/07/18,22-23,10837
25/07/18,23-00,10446
26/07/18,00-01,10089
26/07/18,01-02,9890
26/07/18,02-03,9852
26/07/18,03-04,9770
26/07/18,04-05,9932
26/07/18,05-06,10543
26/07/18,06-07,11098
26/07/18,07-08,11656
26/07/18,08-09,11981
26/07/18,09-10,12159
26/07/18,10-11,12067
26/07/18,11-12,12023
26/07/18,12-13,11984
26/07/18,13-14,12030
26/07/18,14-15,12000
26/07/18,15-16,11954
26/07/18,16-17,11853
26/07/18,17-18,11702
26/07/18,18-19,11626
26/07/18,19-20,11497
26/07/18,20-21,11323
26/07/18,21-22,11161
26/07/18,22-23,10833
26/07/18,23-00,10460
27/07/18,00-01,10235
27/07/18,01-02,9978
27/07/18,02-03,9892
27/07/18,03-04,9799
27/07/18,04-05,9851
27/07/18,05-06,10438
27/07/18,06-07,11307
27/07/18,07-08,11540
27/07/18,08-09,11819
27/07/18,09-10,12122
27/07/18,10-11,12097
27/07/18,11-12,12006
27/07/18,12-13,11917
27/07/18,13-14,11872
27/07/18,14-15,11803
27/07/18,15-16,11747
27/07/18,16-17,11590
27/07/18,17-18,11448
27/07/18,18-19,11357
27/07/18,19-20,11206
27/07/18,20-21,11023
27/07/18,21-22,10889
27/07/18,22-23,10737
27/07/18,23-00,10340
28/07/18,00-01,10122
28/07/18,01-02,9942
28/07/18,02-03,9870
28/07/18,03-04,9806
28/07/18,04-05,9570
28/07/18,05-06,9678
28/07/18,06-07,9970
28/07/18,07-08,10410
28/07/18,08-09,10885
28/07/18,09-10,11118
28/07/18,10-11,11179
28/07/18,11-12,11128
28/07/18,12-13,11050
28/07/18,13-14,10980
28/07/18,14-15,10843
28/07/18,15-16,10768
28/07/18,16-17,10791
28/07/18,17-18,10847
28/07/18,18-19,10790
28/07/18,19-20,11039
28/07/18,20-21,11000
28/07/18,21-22,10670
28/07/18,22-23,10477
28/07/18,23-00,10104
29/07/18,00-01,9719
29/07/18,01-02,9577
29/07/18,02-03,9550
29/07/18,03-04,9426
29/07/18,04-05,9343
29/07/18,05-06,9388
29/07/18,06-07,9642
29/07/18,07-08,10261
29/07/18,08-09,10686
29/07/18,09-10,10760
29/07/18,10-11,10551
29/07/18,11-12,10496
29/07/18,12-13,10495
29/07/18,13-14,10526
29/07/18,14-15,10477
29/07/18,15-16,10503
29/07/18,16-17,10609
29/07/18,17-18,10774
29/07/18,18-19,10846
29/07/18,19-20,10980
29/07/18,20-21,10798
29/07/18,21-22,11000
29/07/18,22-23,10478
29/07/18,23-00,9902
30/07/18,00-01,9698
30/07/18,01-02,9591
30/07/18,02-03,9598
30/07/18,03-04,9596
30/07/18,04-05,9589
30/07/18,05-06,10208
30/07/18,06-07,10887
30/07/18,07-08,11453
30/07/18,08-09,11861
30/07/18,09-10,12130
30/07/18,10-11,12184
30/07/18,11-12,12042
30/07/18,12-13,12266
30/07/18,13-14,12097
30/07/18,14-15,12072
30/07/18,15-16,12159
30/07/18,16-17,12023
30/07/18,17-18,11836
30/07/18,18-19,11889
30/07/18,19-20,11963
30/07/18,20-21,11883
30/07/18,21-22,11772
30/07/18,22-23,10959
30/07/18,23-00,10433
31/07/18,00-01,9995
31/07/18,01-02,9896
31/07/18,02-03,9885
31/07/18,03-04,9757
31/07/18,04-05,9782
31/07/18,05-06,10427
31/07/18,06-07,11253
31/07/18,07-08,11721
31/07/18,08-09,12123
31/07/18,09-10,12246
31/07/18,10-11,12438
31/07/18,11-12,12357
31/07/18,12-13,12405
31/07/18,13-14,12421
31/07/18,14-15,12293
31/07/18,15-16,12219
31/07/18,16-17,11996
31/07/18,17-18,11913
31/07/18,18-19,11855
31/07/18,19-20,11644
31/07/18,20-21,11541
31/07/18,21-22,11344
31/07/18,22-23,10874
31/07/18,23-00,10181
01/08/18,00-01,10051
01/08/18,01-02,9861
01/08/18,02-03,9779
01/08/18,03-04,9720
01/08/18,04-05,9648
01/08/18,05-06,10032
01/08/18,06-07,11123
01/08/18,07-08,11695
01/08/18,08-09,12051
01/08/18,09-10,12208
01/08/18,10-11,12176
01/08/18,11-12,12212
01/08/18,12-13,12192
01/08/18,13-14,12241
01/08/18,14-15,12130
01/08/18,15-16,12127
01/08/18,16-17,12018
01/08/18,17-18,11829
01/08/18,18-19,11683
01/08/18,19-20,11813
01/08/18,20-21,11518
01/08/18,21-22,11470
01/08/18,22-23,10964
01/08/18,23-00,10453
02/08/18,00-01,10331
02/08/18,01-02,10066
02/08/18,02-03,9835
02/08/18,03-04,9872
02/08/18,04-05,9831
02/08/18,05-06,10563
02/08/18,06-07,11382
02/08/18,07-08,11898
02/08/18,08-09,12117
02/08/18,09-10,12284
02/08/18,10-11,12339
02/08/18,11-12,12323
02/08/18,12-13,12380
02/08/18,13-14,12389
02/08/18,14-15,12380
02/08/18,15-16,12377
02/08/18,16-17,12262
02/08/18,17-18,12191
02/08/18,18-19,12052
02/08/18,19-20,11777
02/08/18,20-21,11680
02/08/18,21-22,11578
02/08/18,22-23,11081
02/08/18,23-00,10518
03/08/18,00-01,10280
03/08/18,01-02,10038
03/08/18,02-03,9989
03/08/18,03-04,9931
03/08/18,04-05,10117
03/08/18,05-06,10638
03/08/18,06-07,11360
03/08/18,07-08,11815
03/08/18,08-09,12168
03/08/18,09-10,12430
03/08/18,10-11,12407
03/08/18,11-12,12381
03/08/18,12-13,12274
03/08/18,13-14,12273
03/08/18,14-15,12028
03/08/18,15-16,11962
03/08/18,16-17,11834
03/08/18,17-18,11793
03/08/18,18-19,11734
03/08/18,19-20,11374
03/08/18,20-21,11171
03/08/18,21-22,11131
03/08/18,22-23,10866
03/08/18,23-00,10283
04/08/18,00-01,10084
04/08/18,01-02,9881
04/08/18,02-03,9773
04/08/18,03-04,9687
04/08/18,04-05,9564
04/08/18,05-06,9724
04/08/18,06-07,10016
04/08/18,07-08,10455
04/08/18,08-09,11226
04/08/18,09-10,11447
04/08/18,10-11,11561
04/08/18,11-12,11487
04/08/18,12-13,11477
04/08/18,13-14,11369
04/08/18,14-15,11329
04/08/18,15-16,11349
04/08/18,16-17,11453
04/08/18,17-18,11547
04/08/18,18-19,11279
04/08/18,19-20,11071
04/08/18,20-21,10868
04/08/18,21-22,10886
04/08/18,22-23,10618
04/08/18,23-00,10162
05/08/18,00-01,10026
05/08/18,01-02,9880
05/08/18,02-03,9694
05/08/18,03-04,9685
05/08/18,04-05,9708
05/08/18,05-06,9642
05/08/18,06-07,9666
05/08/18,07-08,9924
05/08/18,08-09,10260
05/08/18,09-10,10702
05/08/18,10-11,10891
05/08/18,11-12,10963
05/08/18,12-13,10952
05/08/18,13-14,10880
05/08/18,14-15,10895
05/08/18,15-16,10860
05/08/18,16-17,10946
05/08/18,17-18,11024
05/08/18,18-19,11086
05/08/18,19-20,11093
05/08/18,20-21,11274
05/08/18,21-22,11261
05/08/18,22-23,10654
05/08/18,23-00,10166
06/08/18,00-01,10007
06/08/18,01-02,9973
06/08/18,02-03,9869
06/08/18,03-04,9898
06/08/18,04-05,10035
06/08/18,05-06,11107
06/08/18,06-07,11729
06/08/18,07-08,12337
06/08/18,08-09,12584
06/08/18,09-10,12658
06/08/18,10-11,12632
06/08/18,11-12,12808
06/08/18,12-13,12765
06/08/18,13-14,12749
06/08/18,14-15,12954
06/08/18,15-16,12725
06/08/18,16-17,12536
06/08/18,17-18,12462
06/08/18,18-19,12368
06/08/18,19-20,12224
06/08/18,20-21,12159
06/08/18,21-22,11977
06/08/18,22-23,11299
06/08/18,23-00,10721
07/08/18,00-01,10388
07/08/18,01-02,10215
07/08/18,02-03,10084
07/08/18,03-04,10106
07/08/18,04-05,10340
07/08/18,05-06,11070
07/08/18,06-07,11961
07/08/18,07-08,12457
07/08/18,08-09,12598
07/08/18,09-10,12803
07/08/18,10-11,12823
07/08/18,11-12,12857
07/08/18,12-13,12905
07/08/18,13-14,12837
07/08/18,14-15,12768
07/08/18,15-16,12660
07/08/18,16-17,12501
07/08/18,17-18,12372
07/08/18,18-19,12356
07/08/18,19-20,12273
07/08/18,20-21,12154
07/08/18,21-22,11954
07/08/18,22-23,11263
07/08/18,23-00,10763
08/08/18,00-01,10530
08/08/18,01-02,10297
08/08/18,02-03,10347
08/08/18,03-04,10406
08/08/18,04-05,10408
08/08/18,05-06,11100
08/08/18,06-07,12076
08/08/18,07-08,12786
08/08/18,08-09,12888
08/08/18,09-10,12742
08/08/18,10-11,12872
08/08/18,11-12,12867
08/08/18,12-13,13038
08/08/18,13-14,13037
08/08/18,14-15,12921
08/08/18,15-16,12710
08/08/18,16-17,12701
08/08/18,17-18,12717
08/08/18,18-19,12554
08/08/18,19-20,12181
08/08/18,20-21,12194
08/08/18,21-22,11885
08/08/18,22-23,11133
08/08/18,23-00,10657
09/08/18,00-01,10332
09/08/18,01-02,10082
09/08/18,02-03,10037
09/08/18,03-04,10129
09/08/18,04-05,10161
09/08/18,05-06,11055
09/08/18,06-07,11843
09/08/18,07-08,12469
09/08/18,08-09,12587
09/08/18,09-10,12605
09/08/18,10-11,12586
09/08/18,11-12,12641
09/08/18,12-13,12736
09/08/18,13-14,12818
09/08/18,14-15,12758
09/08/18,15-16,12524
09/08/18,16-17,12611
09/08/18,17-18,12516
09/08/18,18-19,12401
09/08/18,19-20,12082
09/08/18,20-21,12049
09/08/18,21-22,12003
09/08/18,22-23,11275
09/08/18,23-00,10824
10/08/18,00-01,10606
10/08/18,01-02,10419
10/08/18,02-03,10337
10/08/18,03-04,10458
10/08/18,04-05,10548
10/08/18,05-06,11138
10/08/18,06-07,12228
10/08/18,07-08,12548
10/08/18,08-09,12742
10/08/18,09-10,12989
10/08/18,10-11,12963
10/08/18,11-12,12918
10/08/18,12-13,12892
10/08/18,13-14,12724
10/08/18,14-15,12503
10/08/18,15-16,12381
10/08/18,16-17,12083
10/08/18,17-18,11973
10/08/18,18-19,12083
10/08/18,19-20,11904
10/08/18,20-21,11674
10/08/18,21-22,11510
10/08/18,22-23,11118
10/08/18,23-00,10574
11/08/18,00-01,10324
11/08/18,01-02,10129
11/08/18,02-03,10053
11/08/18,03-04,10073
11/08/18,04-05,10038
11/08/18,05-06,10156
11/08/18,06-07,10432
11/08/18,07-08,10962
11/08/18,08-09,11402
11/08/18,09-10,11685
11/08/18,10-11,11673
11/08/18,11-12,11595
11/08/18,12-13,11627
11/08/18,13-14,11475
11/08/18,14-15,11303
11/08/18,15-16,11319
11/08/18,16-17,11548
11/08/18,17-18,11702
11/08/18,18-19,11820
11/08/18,19-20,11575
11/08/18,20-21,11437
11/08/18,21-22,11335
11/08/18,22-23,10992
11/08/18,23-00,10795
12/08/18,00-01,10538
12/08/18,01-02,10380
12/08/18,02-03,10305
12/08/18,03-04,10251
12/08/18,04-05,10198
12/08/18,05-06,10269
12/08/18,06-07,10404
12/08/18,07-08,10808
12/08/18,08-09,11126
12/08/18,09-10,11645
12/08/18,10-11,11754
12/08/18,11-12,11809
12/08/18,12-13,11763
12/08/18,13-14,11760
12/08/18,14-15,11778
12/08/18,15-16,11786
12/08/18,16-17,11855
12/08/18,17-18,11969
12/08/18,18-19,12128
12/08/18,19-20,12100
12/08/18,20-21,12221
12/08/18,21-22,12164
12/08/18,22-23,11753
12/08/18,23-00,11227
13/08/18,00-01,10953
13/08/18,01-02,10843
13/08/18,02-03,10778
13/08/18,03-04,10865
13/08/18,04-05,11091
13/08/18,05-06,11988
13/08/18,06-07,12930
13/08/18,07-08,13384
13/08/18,08-09,13288
13/08/18,09-10,13310
13/08/18,10-11,13218
13/08/18,11-12,13299
13/08/18,12-13,13359
13/08/18,13-14,13268
13/08/18,14-15,13091
13/08/18,15-16,13044
13/08/18,16-17,12873
13/08/18,17-18,12603
13/08/18,18-19,12630
13/08/18,19-20,12648
13/08/18,20-21,12679
13/08/18,21-22,12552
13/08/18,22-23,11957
13/08/18,23-00,11232
14/08/18,00-01,10986
14/08/18,01-02,10762
14/08/18,02-03,10721
14/08/18,03-04,10824
14/08/18,04-05,11095
14/08/18,05-06,11903
14/08/18,06-07,12835
14/08/18,07-08,13294
14/08/18,08-09,13186
14/08/18,09-10,13343
14/08/18,10-11,13329
14/08/18,11-12,13332
14/08/18,12-13,13178
14/08/18,13-14,13149
14/08/18,14-15,13009
14/08/18,15-16,13021
14/08/18,16-17,12926
14/08/18,17-18,12824
14/08/18,18-19,12734
14/08/18,19-20,12592
14/08/18,20-21,12663
14/08/18,21-22,12500
14/08/18,22-23,11930
14/08/18,23-00,11184
15/08/18,00-01,10764
15/08/18,01-02,10604
15/08/18,02-03,10583
15/08/18,03-04,10643
15/08/18,04-05,10976
15/08/18,05-06,11812
15/08/18,06-07,12895
15/08/18,07-08,13274
15/08/18,08-09,13106
15/08/18,09-10,13198
15/08/18,10-11,13266
15/08/18,11-12,13183
15/08/18,12-13,13151
15/08/18,13-14,13051
15/08/18,14-15,13130
15/08/18,15-16,13156
15/08/18,16-17,12956
15/08/18,17-18,12762
15/08/18,18-19,12697
15/08/18,19-20,12529
15/08/18,20-21,12489
15/08/18,21-22,12336
15/08/18,22-23,11467
15/08/18,23-00,10765
16/08/18,00-01,10406
16/08/18,01-02,10257
16/08/18,02-03,10136
16/08/18,03-04,10172
16/08/18,04-05,10321
16/08/18,05-06,11396
16/08/18,06-07,12503
16/08/18,07-08,13043
16/08/18,08-09,13229
16/08/18,09-10,13429
16/08/18,10-11,13242
16/08/18,11-12,12844
16/08/18,12-13,12865
16/08/18,13-14,12925
16/08/18,14-15,12990
16/08/18,15-16,13132
16/08/18,16-17,13010
16/08/18,17-18,13045
16/08/18,18-19,12938
16/08/18,19-20,12768
16/08/18,20-21,12636
16/08/18,21-22,12227
16/08/18,22-23,11586
16/08/18,23-00,10945
17/08/18,00-01,10711
17/08/18,01-02,10419
17/08/18,02-03,10352
17/08/18,03-04,10361
17/08/18,04-05,10838
