Date,Hours,NO
17/05/19,07-08,11567
17/05/19,08-09,12266
17/05/19,09-10,12351
17/05/19,10-11,11950
17/05/19,11-12,11607
17/05/19,12-13,11287
17/05/19,13-14,11108
17/05/19,14-15,11024
17/05/19,15-16,11141
17/05/19,16-17,11070
17/05/19,17-18,11027
17/05/19,18-19,10906
17/05/19,19-20,10945
17/05/19,20-21,10975
17/05/19,21-22,11067
17/05/19,22-23,11033
17/05/19,23-00,10879
18/05/19,00-01,10480
18/05/19,01-02,10400
18/05/19,02-03,10319
18/05/19,03-04,10324
18/05/19,04-05,10309
18/05/19,05-06,10380
18/05/19,06-07,10575
18/05/19,07-08,10891
18/05/19,08-09,11517
18/05/19,09-10,12000
18/05/19,10-11,12238
18/05/19,11-12,12321
18/05/19,12-13,12293
18/05/19,13-14,12279
18/05/19,14-15,12137
18/05/19,15-16,12017
18/05/19,16-17,11950
18/05/19,17-18,12179
18/05/19,18-19,12279
18/05/19,19-20,12185
18/05/19,20-21,12007
18/05/19,21-22,11685
18/05/19,22-23,11487
18/05/19,23-00,11385
19/05/19,00-01,11125
19/05/19,01-02,10776
19/05/19,02-03,10492
19/05/19,03-04,10482
19/05/19,04-05,10554
19/05/19,05-06,10415
19/05/19,06-07,10702
19/05/19,07-08,10903
19/05/19,08-09,11235
19/05/19,09-10,11625
19/05/19,10-11,11961
19/05/19,11-12,12212
19/05/19,12-13,12103
19/05/19,13-14,11881
19/05/19,14-15,11886
19/05/19,15-16,11834
19/05/19,16-17,11867
19/05/19,17-18,11877
19/05/19,18-19,12026
19/05/19,19-20,12270
19/05/19,20-21,12324
19/05/19,21-22,12269
19/05/19,22-23,12119
19/05/19,23-00,11625
20/05/19,00-01,11089
20/05/19,01-02,10705
20/05/19,02-03,10572
20/05/19,03-04,10621
20/05/19,04-05,10418
20/05/19,05-06,10600
20/05/19,06-07,11936
20/05/19,07-08,13010
20/05/19,08-09,13532
20/05/19,09-10,13463
20/05/19,10-11,13518
20/05/19,11-12,13189
20/05/19,12-13,13449
20/05/19,13-14,13305
20/05/19,14-15,13199
20/05/19,15-16,13406
20/05/19,16-17,13387
20/05/19,17-18,13355
20/05/19,18-19,13103
20/05/19,19-20,13005
20/05/19,20-21,13100
20/05/19,21-22,12919
20/05/19,22-23,12625
20/05/19,23-00,11967
21/05/19,00-01,11221
21/05/19,01-02,10924
21/05/19,02-03,10738
21/05/19,03-04,10678
21/05/19,04-05,10891
21/05/19,05-06,11136
21/05/19,06-07,12232
21/05/19,07-08,13301
21/05/19,08-09,13609
21/05/19,09-10,13594
21/05/19,10-11,13532
21/05/19,11-12,13465
21/05/19,12-13,13426
21/05/19,13-14,13234
21/05/19,14-15,13179
21/05/19,15-16,13167
21/05/19,16-17,13044
21/05/19,17-18,12958
21/05/19,18-19,12909
21/05/19,19-20,12917
21/05/19,20-21,12890
21/05/19,21-22,12698
21/05/19,22-23,12356
21/05/19,23-00,11507
22/05/19,00-01,10985
22/05/19,01-02,10663
22/05/19,02-03,10351
22/05/19,03-04,10242
22/05/19,04-05,10329
22/05/19,05-06,10529
22/05/19,06-07,11730
22/05/19,07-08,12821
22/05/19,08-09,13070
22/05/19,09-10,13036
22/05/19,10-11,12962
22/05/19,11-12,12863
22/05/19,12-13,12981
22/05/19,13-14,13057
22/05/19,14-15,13196
22/05/19,15-16,13235
22/05/19,16-17,13340
22/05/19,17-18,13264
22/05/19,18-19,13096
22/05/19,19-20,13057
22/05/19,20-21,12995
22/05/19,21-22,13113
22/05/19,22-23,12847
22/05/19,23-00,11993
23/05/19,00-01,11199
23/05/19,01-02,10848
23/05/19,02-03,10676
23/05/19,03-04,10615
23/05/19,04-05,10631
23/05/19,05-06,10809
23/05/19,06-07,12013
23/05/19,07-08,13226
23/05/19,08-09,13634
23/05/19,09-10,13495
23/05/19,10-11,13508
23/05/19,11-12,13361
23/05/19,12-13,13337
23/05/19,13-14,13294
23/05/19,14-15,13242
23/05/19,15-16,13348
23/05/19,16-17,13311
23/05/19,17-18,13528
23/05/19,18-19,13384
23/05/19,19-20,13346
23/05/19,20-21,13168
23/05/19,21-22,13160
23/05/19,22-23,12816
23/05/19,23-00,12279
24/05/19,00-01,11874
24/05/19,01-02,11511
24/05/19,02-03,11474
24/05/19,03-04,11339
24/05/19,04-05,11349
24/05/19,05-06,11573
24/05/19,06-07,12569
24/05/19,07-08,13742
24/05/19,08-09,14208
24/05/19,09-10,14132
24/05/19,10-11,14012
24/05/19,11-12,13866
24/05/19,12-13,13772
24/05/19,13-14,13577
24/05/19,14-15,13505
24/05/19,15-16,13393
24/05/19,16-17,13286
24/05/19,17-18,13221
24/05/19,18-19,13307
24/05/19,19-20,13096
24/05/19,20-21,12876
24/05/19,21-22,12685
24/05/19,22-23,12560
24/05/19,23-00,12376
25/05/19,00-01,12016
25/05/19,01-02,11590
25/05/19,02-03,11419
25/05/19,03-04,11327
25/05/19,04-05,11215
25/05/19,05-06,11162
25/05/19,06-07,11425
25/05/19,07-08,11727
25/05/19,08-09,12264
25/05/19,09-10,12844
25/05/19,10-11,13073
25/05/19,11-12,13081
25/05/19,12-13,13044
25/05/19,13-14,12915
25/05/19,14-15,12784
25/05/19,15-16,12720
25/05/19,16-17,12703
25/05/19,17-18,12799
25/05/19,18-19,13007
25/05/19,19-20,12871
25/05/19,20-21,12737
25/05/19,21-22,12493
25/05/19,22-23,12313
25/05/19,23-00,12015
26/05/19,00-01,11513
26/05/19,01-02,11138
26/05/19,02-03,11112
26/05/19,03-04,11110
26/05/19,04-05,11140
26/05/19,05-06,10968
26/05/19,06-07,11272
26/05/19,07-08,11495
26/05/19,08-09,11861
26/05/19,09-10,12345
26/05/19,10-11,12685
26/05/19,11-12,12824
26/05/19,12-13,12744
26/05/19,13-14,12611
26/05/19,14-15,12539
26/05/19,15-16,12543
26/05/19,16-17,12490
26/05/19,17-18,12353
26/05/19,18-19,12625
26/05/19,19-20,12748
26/05/19,20-21,12796
26/05/19,21-22,12806
26/05/19,22-23,12639
26/05/19,23-00,12389
27/05/19,00-01,11989
27/05/19,01-02,11614
27/05/19,02-03,11481
27/05/19,03-04,11562
27/05/19,04-05,11460
27/05/19,05-06,11669
27/05/19,06-07,13001
27/05/19,07-08,14541
27/05/19,08-09,14696
27/05/19,09-10,14411
27/05/19,10-11,14323
27/05/19,11-12,14343
27/05/19,12-13,14199
27/05/19,13-14,14109
27/05/19,14-15,14060
27/05/19,15-16,13989
27/05/19,16-17,14099
27/05/19,17-18,13960
27/05/19,18-19,13817
27/05/19,19-20,13740
27/05/19,20-21,13655
27/05/19,21-22,13576
27/05/19,22-23,13394
27/05/19,23-00,12844
28/05/19,00-01,12334
28/05/19,01-02,11946
28/05/19,02-03,11980
28/05/19,03-04,11912
28/05/19,04-05,11943
28/05/19,05-06,12313
28/05/19,06-07,13636
28/05/19,07-08,14576
28/05/19,08-09,14930
28/05/19,09-10,14683
28/05/19,10-11,14740
28/05/19,11-12,14354
28/05/19,12-13,14214
28/05/19,13-14,14207
28/05/19,14-15,14103
28/05/19,15-16,13848
28/05/19,16-17,13994
28/05/19,17-18,13796
28/05/19,18-19,13692
28/05/19,19-20,13667
28/05/19,20-21,13798
28/05/19,21-22,13819
28/05/19,22-23,13533
28/05/19,23-00,12906
29/05/19,00-01,12480
29/05/19,01-02,12157
29/05/19,02-03,12046
29/05/19,03-04,12030
29/05/19,04-05,11949
29/05/19,05-06,12152
29/05/19,06-07,13515
29/05/19,07-08,14883
29/05/19,08-09,14940
29/05/19,09-10,14846
29/05/19,10-11,14781
29/05/19,11-12,14491
29/05/19,12-13,14343
29/05/19,13-14,14079
29/05/19,14-15,14057
29/05/19,15-16,13946
29/05/19,16-17,13819
29/05/19,17-18,13701
29/05/19,18-19,13746
29/05/19,19-20,13607
29/05/19,20-21,13569
29/05/19,21-22,13333
29/05/19,22-23,13197
29/05/19,23-00,12678
30/05/19,00-01,12266
30/05/19,01-02,11987
30/05/19,02-03,11724
30/05/19,03-04,11749
30/05/19,04-05,11627
30/05/19,05-06,11656
30/05/19,06-07,11953
30/05/19,07-08,12404
30/05/19,08-09,12857
30/05/19,09-10,13438
30/05/19,10-11,13892
30/05/19,11-12,14082
30/05/19,12-13,14077
30/05/19,13-14,13821
30/05/19,14-15,13872
30/05/19,15-16,13808
30/05/19,16-17,13527
30/05/19,17-18,13328
30/05/19,18-19,13154
30/05/19,19-20,13063
30/05/19,20-21,12978
30/05/19,21-22,13107
30/05/19,22-23,13098
30/05/19,23-00,12850
31/05/19,00-01,12316
31/05/19,01-02,12104
31/05/19,02-03,11983
31/05/19,03-04,11946
31/05/19,04-05,11932
31/05/19,05-06,12217
31/05/19,06-07,13046
31/05/19,07-08,13838
31/05/19,08-09,14377
31/05/19,09-10,14265
31/05/19,10-11,14312
31/05/19,11-12,14024
31/05/19,12-13,13832
31/05/19,13-14,13669
31/05/19,14-15,13573
31/05/19,15-16,13396
31/05/19,16-17,13351
31/05/19,17-18,13373
31/05/19,18-19,13319
31/05/19,19-20,13264
31/05/19,20-21,13015
31/05/19,21-22,12788
31/05/19,22-23,12711
31/05/19,23-00,12298
01/06/19,00-01,11836
01/06/19,01-02,11736
01/06/19,02-03,11555
01/06/19,03-04,11437
01/06/19,04-05,11319
01/06/19,05-06,11289
01/06/19,06-07,11439
01/06/19,07-08,11780
01/06/19,08-09,12407
01/06/19,09-10,12927
01/06/19,10-11,13295
01/06/19,11-12,13321
01/06/19,12-13,13022
01/06/19,13-14,12903
01/06/19,14-15,12714
01/06/19,15-16,12496
01/06/19,16-17,12659
01/06/19,17-18,12698
01/06/19,18-19,12769
01/06/19,19-20,12614
01/06/19,20-21,12430
01/06/19,21-22,12355
01/06/19,22-23,12196
01/06/19,23-00,12057
02/06/19,00-01,11781
02/06/19,01-02,11364
02/06/19,02-03,11197
02/06/19,03-04,11398
02/06/19,04-05,11165
02/06/19,05-06,11225
02/06/19,06-07,11360
02/06/19,07-08,11532
02/06/19,08-09,11778
02/06/19,09-10,12157
02/06/19,10-11,12495
02/06/19,11-12,12367
02/06/19,12-13,12300
02/06/19,13-14,12141
02/06/19,14-15,12237
02/06/19,15-16,12268
02/06/19,16-17,12463
02/06/19,17-18,12614
02/06/19,18-19,12788
02/06/19,19-20,13267
02/06/19,20-21,13077
02/06/19,21-22,12863
02/06/19,22-23,12453
02/06/19,23-00,11984
03/06/19,00-01,11531
03/06/19,01-02,11298
03/06/19,02-03,11172
03/06/19,03-04,10991
03/06/19,04-05,10967
03/06/19,05-06,11617
03/06/19,06-07,13051
03/06/19,07-08,14031
03/06/19,08-09,14234
03/06/19,09-10,13935
03/06/19,10-11,13885
03/06/19,11-12,13897
03/06/19,12-13,13748
03/06/19,13-14,13495
03/06/19,14-15,13382
03/06/19,15-16,13482
03/06/19,16-17,13621
03/06/19,17-18,13600
03/06/19,18-19,13515
03/06/19,19-20,13409
03/06/19,20-21,12995
03/06/19,21-22,12823
03/06/19,22-23,12559
03/06/19,23-00,11973
04/06/19,00-01,11763
04/06/19,01-02,11465
04/06/19,02-03,11221
04/06/19,03-04,11140
04/06/19,04-05,11094
04/06/19,05-06,11475
04/06/19,06-07,12595
04/06/19,07-08,13796
04/06/19,08-09,14037
04/06/19,09-10,13821
04/06/19,10-11,13947
04/06/19,11-12,13516
04/06/19,12-13,13237
04/06/19,13-14,13194
04/06/19,14-15,13300
04/06/19,15-16,13262
04/06/19,16-17,13350
04/06/19,17-18,13460
04/06/19,18-19,13060
04/06/19,19-20,13088
04/06/19,20-21,13049
04/06/19,21-22,12852
04/06/19,22-23,12694
04/06/19,23-00,12268
05/06/19,00-01,11769
05/06/19,01-02,11349
05/06/19,02-03,11285
05/06/19,03-04,11234
05/06/19,04-05,11199
05/06/19,05-06,11560
05/06/19,06-07,12703
05/06/19,07-08,14089
05/06/19,08-09,14424
05/06/19,09-10,14342
05/06/19,10-11,14339
05/06/19,11-12,14289
05/06/19,12-13,14147
05/06/19,13-14,13832
05/06/19,14-15,13698
05/06/19,15-16,14034
05/06/19,16-17,13747
05/06/19,17-18,13515
05/06/19,18-19,13183
05/06/19,19-20,13133
05/06/19,20-21,13154
05/06/19,21-22,12989
05/06/19,22-23,12634
05/06/19,23-00,12094
06/06/19,00-01,11436
06/06/19,01-02,11092
06/06/19,02-03,10986
06/06/19,03-04,10824
06/06/19,04-05,10670
06/06/19,05-06,11043
06/06/19,06-07,12126
06/06/19,07-08,13053
06/06/19,08-09,13266
06/06/19,09-10,13194
06/06/19,10-11,13079
06/06/19,11-12,13213
06/06/19,12-13,12890
06/06/19,13-14,12935
06/06/19,14-15,13220
06/06/19,15-16,13069
06/06/19,16-17,13367
06/06/19,17-18,13589
06/06/19,18-19,13613
06/06/19,19-20,13427
06/06/19,20-21,13103
06/06/19,21-22,12838
06/06/19,22-23,12723
06/06/19,23-00,12277
07/06/19,00-01,11550
07/06/19,01-02,11004
07/06/19,02-03,10834
07/06/19,03-04,10626
07/06/19,04-05,10500
07/06/19,05-06,10851
07/06/19,06-07,11826
07/06/19,07-08,12971
07/06/19,08-09,13542
07/06/19,09-10,13598
07/06/19,10-11,13497
07/06/19,11-12,13351
07/06/19,12-13,13230
07/06/19,13-14,13187
07/06/19,14-15,13072
07/06/19,15-16,12817
07/06/19,16-17,12888
07/06/19,17-18,12705
07/06/19,18-19,12487
07/06/19,19-20,12623
07/06/19,20-21,12351
07/06/19,21-22,12164
07/06/19,22-23,11907
07/06/19,23-00,11748
08/06/19,00-01,11318
08/06/19,01-02,10816
08/06/19,02-03,10568
08/06/19,03-04,10501
08/06/19,04-05,10433
08/06/19,05-06,10328
08/06/19,06-07,10383
08/06/19,07-08,10606
08/06/19,08-09,11128
08/06/19,09-10,11691
08/06/19,10-11,12023
08/06/19,11-12,12183
08/06/19,12-13,11821
08/06/19,13-14,11867
08/06/19,14-15,11767
08/06/19,15-16,11712
08/06/19,16-17,11614
08/06/19,17-18,11732
08/06/19,18-19,11928
08/06/19,19-20,12091
08/06/19,20-21,11846
08/06/19,21-22,11511
08/06/19,22-23,11316
08/06/19,23-00,11152
09/06/19,00-01,10822
09/06/19,01-02,10435
09/06/19,02-03,10295
09/06/19,03-04,10216
09/06/19,04-05,9831
09/06/19,05-06,9782
09/06/19,06-07,10014
09/06/19,07-08,10378
09/06/19,08-09,10781
09/06/19,09-10,11136
09/06/19,10-11,11433
09/06/19,11-12,11468
09/06/19,12-13,11668
09/06/19,13-14,11664
09/06/19,14-15,11467
09/06/19,15-16,11583
09/06/19,16-17,11661
09/06/19,17-18,11713
09/06/19,18-19,11716
09/06/19,19-20,11721
09/06/19,20-21,11644
09/06/19,21-22,11447
09/06/19,22-23,11376
09/06/19,23-00,11316
10/06/19,00-01,10737
10/06/19,01-02,10520
10/06/19,02-03,10368
10/06/19,03-04,10237
10/06/19,04-05,10165
10/06/19,05-06,10308
10/06/19,06-07,10714
10/06/19,07-08,10993
10/06/19,08-09,11579
10/06/19,09-10,11810
10/06/19,10-11,12204
10/06/19,11-12,12400
10/06/19,12-13,12234
10/06/19,13-14,11998
10/06/19,14-15,11972
10/06/19,15-16,12080
10/06/19,16-17,11992
10/06/19,17-18,12084
10/06/19,18-19,12061
10/06/19,19-20,11977
10/06/19,20-21,12072
10/06/19,21-22,11933
10/06/19,22-23,11755
10/06/19,23-00,11610
11/06/19,00-01,10967
11/06/19,01-02,10871
11/06/19,02-03,10896
11/06/19,03-04,10887
11/06/19,04-05,10800
11/06/19,05-06,11285
11/06/19,06-07,12050
11/06/19,07-08,13518
11/06/19,08-09,13736
11/06/19,09-10,13492
11/06/19,10-11,13455
11/06/19,11-12,13339
11/06/19,12-13,13424
11/06/19,13-14,13406
11/06/19,14-15,13591
11/06/19,15-16,13328
11/06/19,16-17,13158
11/06/19,17-18,12999
11/06/19,18-19,12848
11/06/19,19-20,12858
11/06/19,20-21,12876
11/06/19,21-22,12710
11/06/19,22-23,12481
11/06/19,23-00,11927
12/06/19,00-01,11528
12/06/19,01-02,11077
12/06/19,02-03,10968
12/06/19,03-04,10872
12/06/19,04-05,10918
12/06/19,05-06,11151
12/06/19,06-07,12072
12/06/19,07-08,13293
12/06/19,08-09,13713
12/06/19,09-10,13659
12/06/19,10-11,13681
12/06/19,11-12,13673
12/06/19,12-13,13657
12/06/19,13-14,13764
12/06/19,14-15,13509
12/06/19,15-16,13567
12/06/19,16-17,13512
12/06/19,17-18,13381
12/06/19,18-19,13160
12/06/19,19-20,13276
12/06/19,20-21,13201
12/06/19,21-22,13172
12/06/19,22-23,12628
12/06/19,23-00,12138
13/06/19,00-01,11548
13/06/19,01-02,11222
13/06/19,02-03,11013
13/06/19,03-04,10977
13/06/19,04-05,11010
13/06/19,05-06,11272
13/06/19,06-07,12396
13/06/19,07-08,13605
13/06/19,08-09,13853
13/06/19,09-10,13685
13/06/19,10-11,13537
13/06/19,11-12,13432
13/06/19,12-13,13487
13/06/19,13-14,13359
13/06/19,14-15,13418
13/06/19,15-16,13557
13/06/19,16-17,13391
13/06/19,17-18,13363
13/06/19,18-19,12975
13/06/19,19-20,12957
13/06/19,20-21,12775
13/06/19,21-22,12582
13/06/19,22-23,12422
13/06/19,23-00,12146
14/06/19,00-01,11703
14/06/19,01-02,11361
14/06/19,02-03,11110
14/06/19,03-04,10934
14/06/19,04-05,10952
14/06/19,05-06,11283
14/06/19,06-07,12085
14/06/19,07-08,13105
14/06/19,08-09,13390
14/06/19,09-10,13489
14/06/19,10-11,13552
14/06/19,11-12,13485
14/06/19,12-13,13549
14/06/19,13-14,13393
14/06/19,14-15,13191
14/06/19,15-16,13048
14/06/19,16-17,12906
14/06/19,17-18,12780
14/06/19,18-19,12609
14/06/19,19-20,12440
14/06/19,20-21,12279
14/06/19,21-22,12128
14/06/19,22-23,11949
14/06/19,23-00,11758
15/06/19,00-01,11390
15/06/19,01-02,11148
15/06/19,02-03,10974
15/06/19,03-04,10884
15/06/19,04-05,10702
15/06/19,05-06,10673
15/06/19,06-07,10775
15/06/19,07-08,11126
15/06/19,08-09,11792
15/06/19,09-10,12191
15/06/19,10-11,12306
15/06/19,11-12,12203
15/06/19,12-13,12138
15/06/19,13-14,12119
15/06/19,14-15,12033
15/06/19,15-16,12042
15/06/19,16-17,11971
15/06/19,17-18,12032
15/06/19,18-19,12047
15/06/19,19-20,11968
15/06/19,20-21,11853
15/06/19,21-22,11635
15/06/19,22-23,11357
15/06/19,23-00,11266
16/06/19,00-01,11129
16/06/19,01-02,10784
16/06/19,02-03,10629
16/06/19,03-04,10399
16/06/19,04-05,10253
16/06/19,05-06,10295
16/06/19,06-07,10403
16/06/19,07-08,10671
16/06/19,08-09,10877
16/06/19,09-10,11398
16/06/19,10-11,11773
16/06/19,11-12,11872
16/06/19,12-13,11898
16/06/19,13-14,11960
16/06/19,14-15,11996
16/06/19,15-16,12008
16/06/19,16-17,12075
16/06/19,17-18,12267
16/06/19,18-19,12112
16/06/19,19-20,12058
16/06/19,20-21,12004
16/06/19,21-22,11889
16/06/19,22-23,11659
16/06/19,23-00,11402
17/06/19,00-01,10821
17/06/19,01-02,10563
17/06/19,02-03,10434
17/06/19,03-04,10392
17/06/19,04-05,10391
17/06/19,05-06,10724
17/06/19,06-07,11835
17/06/19,07-08,13026
17/06/19,08-09,13350
17/06/19,09-10,13299
17/06/19,10-11,13329
17/06/19,11-12,13341
17/06/19,12-13,13253
17/06/19,13-14,13185
17/06/19,14-15,13266
17/06/19,15-16,13200
17/06/19,16-17,13236
17/06/19,17-18,13171
17/06/19,18-19,13061
17/06/19,19-20,12834
17/06/19,20-21,12677
17/06/19,21-22,12505
17/06/19,22-23,12153
17/06/19,23-00,11851
18/06/19,00-01,11345
18/06/19,01-02,10920
18/06/19,02-03,10749
18/06/19,03-04,10761
18/06/19,04-05,10669
18/06/19,05-06,11093
18/06/19,06-07,12070
18/06/19,07-08,13279
18/06/19,08-09,13610
18/06/19,09-10,13435
18/06/19,10-11,13591
18/06/19,11-12,13477
18/06/19,12-13,13295
18/06/19,13-14,13168
18/06/19,14-15,13205
18/06/19,15-16,13104
18/06/19,16-17,13063
18/06/19,17-18,13006
18/06/19,18-19,12698
18/06/19,19-20,12691
18/06/19,20-21,12659
18/06/19,21-22,12552
18/06/19,22-23,12341
18/06/19,23-00,11994
19/06/19,00-01,11452
19/06/19,01-02,11109
19/06/19,02-03,10893
19/06/19,03-04,10818
19/06/19,04-05,10716
19/06/19,05-06,10939
19/06/19,06-07,11940
19/06/19,07-08,12993
19/06/19,08-09,13296
19/06/19,09-10,13458
19/06/19,10-11,13537
19/06/19,11-12,13409
19/06/19,12-13,13385
19/06/19,13-14,13329
19/06/19,14-15,13494
19/06/19,15-16,13360
19/06/19,16-17,13427
19/06/19,17-18,13221
19/06/19,18-19,13126
19/06/19,19-20,13089
19/06/19,20-21,13066
19/06/19,21-22,12792
19/06/19,22-23,12582
19/06/19,23-00,12106
20/06/19,00-01,11577
20/06/19,01-02,11189
20/06/19,02-03,10931
20/06/19,03-04,10888
20/06/19,04-05,10840
20/06/19,05-06,11042
20/06/19,06-07,12042
20/06/19,07-08,13094
20/06/19,08-09,13587
20/06/19,09-10,13537
20/06/19,10-11,13408
20/06/19,11-12,13281
20/06/19,12-13,13264
20/06/19,13-14,13381
20/06/19,14-15,13227
20/06/19,15-16,13122
20/06/19,16-17,13122
20/06/19,17-18,13138
20/06/19,18-19,13033
20/06/19,19-20,13026
20/06/19,20-21,12759
20/06/19,21-22,12586
20/06/19,22-23,12295
20/06/19,23-00,11855
21/06/19,00-01,11397
21/06/19,01-02,11030
21/06/19,02-03,10891
21/06/19,03-04,10633
21/06/19,04-05,10637
21/06/19,05-06,10794
21/06/19,06-07,11582
21/06/19,07-08,12764
21/06/19,08-09,13230
21/06/19,09-10,13344
21/06/19,10-11,13453
21/06/19,11-12,13192
21/06/19,12-13,13107
21/06/19,13-14,13204
21/06/19,14-15,13166
21/06/19,15-16,12830
21/06/19,16-17,12695
21/06/19,17-18,12679
21/06/19,18-19,12442
21/06/19,19-20,12343
21/06/19,20-21,12226
21/06/19,21-22,11879
21/06/19,22-23,11797
21/06/19,23-00,11716
22/06/19,00-01,11306
22/06/19,01-02,11125
22/06/19,02-03,10881
22/06/19,03-04,10702
22/06/19,04-05,10529
22/06/19,05-06,10542
22/06/19,06-07,10832
22/06/19,07-08,11320
22/06/19,08-09,11740
22/06/19,09-10,12064
22/06/19,10-11,12413
22/06/19,11-12,12403
22/06/19,12-13,12188
22/06/19,13-14,12129
22/06/19,14-15,11953
22/06/19,15-16,11876
22/06/19,16-17,12076
22/06/19,17-18,12012
22/06/19,18-19,12131
22/06/19,19-20,11968
22/06/19,20-21,11792
22/06/19,21-22,11639
22/06/19,22-23,11483
22/06/19,23-00,11497
23/06/19,00-01,11480
23/06/19,01-02,11171
23/06/19,02-03,11029
23/06/19,03-04,11013
23/06/19,04-05,10624
23/06/19,05-06,10756
23/06/19,06-07,10666
23/06/19,07-08,10908
23/06/19,08-09,11352
23/06/19,09-10,11489
23/06/19,10-11,11802
23/06/19,11-12,12009
23/06/19,12-13,12030
23/06/19,13-14,11886
23/06/19,14-15,11991
23/06/19,15-16,12002
23/06/19,16-17,12132
23/06/19,17-18,11947
23/06/19,18-19,12212
23/06/19,19-20,11990
23/06/19,20-21,11940
23/06/19,21-22,11872
23/06/19,22-23,12055
23/06/19,23-00,11785
24/06/19,00-01,11308
24/06/19,01-02,10914
24/06/19,02-03,10919
24/06/19,03-04,11015
24/06/19,04-05,10966
24/06/19,05-06,11130
24/06/19,06-07,11990
24/06/19,07-08,13153
24/06/19,08-09,13455
24/06/19,09-10,13517
24/06/19,10-11,13561
24/06/19,11-12,13491
24/06/19,12-13,13562
24/06/19,13-14,13459
24/06/19,14-15,13424
24/06/19,15-16,13386
24/06/19,16-17,13374
24/06/19,17-18,13420
24/06/19,18-19,13213
24/06/19,19-20,13190
24/06/19,20-21,13087
24/06/19,21-22,12906
24/06/19,22-23,12601
24/06/19,23-00,12010
25/06/19,00-01,11453
25/06/19,01-02,11175
25/06/19,02-03,11021
25/06/19,03-04,10841
25/06/19,04-05,10797
25/06/19,05-06,11152
25/06/19,06-07,11961
25/06/19,07-08,13028
25/06/19,08-09,13475
25/06/19,09-10,13559
25/06/19,10-11,13544
25/06/19,11-12,13706
25/06/19,12-13,13625
25/06/19,13-14,13520
25/06/19,14-15,13533
25/06/19,15-16,13598
25/06/19,16-17,13506
25/06/19,17-18,13509
25/06/19,18-19,13370
25/06/19,19-20,13276
25/06/19,20-21,13163
25/06/19,21-22,12968
25/06/19,22-23,12655
25/06/19,23-00,12196
26/06/19,00-01,11512
26/06/19,01-02,11237
26/06/19,02-03,11076
26/06/19,03-04,10936
26/06/19,04-05,10789
26/06/19,05-06,10995
26/06/19,06-07,11859
26/06/19,07-08,12764
26/06/19,08-09,13261
26/06/19,09-10,13436
26/06/19,10-11,13438
26/06/19,11-12,13364
26/06/19,12-13,13356
26/06/19,13-14,13253
26/06/19,14-15,13142
26/06/19,15-16,13113
26/06/19,16-17,12984
26/06/19,17-18,12963
26/06/19,18-19,12667
26/06/19,19-20,12646
26/06/19,20-21,12514
26/06/19,21-22,12443
26/06/19,22-23,12101
26/06/19,23-00,11849
27/06/19,00-01,11235
27/06/19,01-02,11070
27/06/19,02-03,10919
27/06/19,03-04,10647
27/06/19,04-05,10484
27/06/19,05-06,10982
27/06/19,06-07,11675
27/06/19,07-08,12841
27/06/19,08-09,13224
27/06/19,09-10,13342
27/06/19,10-11,13268
27/06/19,11-12,13168
27/06/19,12-13,13028
27/06/19,13-14,13072
27/06/19,14-15,13034
27/06/19,15-16,12886
27/06/19,16-17,12808
27/06/19,17-18,12824
27/06/19,18-19,12729
27/06/19,19-20,12634
27/06/19,20-21,12614
27/06/19,21-22,12604
27/06/19,22-23,12409
27/06/19,23-00,12147
28/06/19,00-01,11650
28/06/19,01-02,11181
28/06/19,02-03,10993
28/06/19,03-04,10908
28/06/19,04-05,10999
28/06/19,05-06,11330
28/06/19,06-07,11859
28/06/19,07-08,12790
28/06/19,08-09,13355
28/06/19,09-10,13575
28/06/19,10-11,13570
28/06/19,11-12,13434
28/06/19,12-13,13346
28/06/19,13-14,13337
28/06/19,14-15,13097
28/06/19,15-16,12964
28/06/19,16-17,12803
28/06/19,17-18,12755
28/06/19,18-19,12752
28/06/19,19-20,12694
28/06/19,20-21,12460
28/06/19,21-22,12204
28/06/19,22-23,12009
28/06/19,23-00,11974
29/06/19,00-01,11255
29/06/19,01-02,10860
29/06/19,02-03,10701
29/06/19,03-04,10664
29/06/19,04-05,10481
29/06/19,05-06,10401
29/06/19,06-07,10619
29/06/19,07-08,10904
29/06/19,08-09,11465
29/06/19,09-10,11947
29/06/19,10-11,12098
29/06/19,11-12,12151
29/06/19,12-13,12034
29/06/19,13-14,11909
29/06/19,14-15,11998
29/06/19,15-16,11886
29/06/19,16-17,11851
29/06/19,17-18,11987
29/06/19,18-19,11918
29/06/19,19-20,11844
29/06/19,20-21,11697
29/06/19,21-22,11627
29/06/19,22-23,11367
29/06/19,23-00,11279
30/06/19,00-01,11100
30/06/19,01-02,10749
30/06/19,02-03,10571
30/06/19,03-04,10489
30/06/19,04-05,10396
30/06/19,05-06,10190
30/06/19,06-07,10284
30/06/19,07-08,10555
30/06/19,08-09,10856
30/06/19,09-10,11091
30/06/19,10-11,11219
30/06/19,11-12,11769
30/06/19,12-13,11813
30/06/19,13-14,11798
30/06/19,14-15,11930
30/06/19,15-16,11673
30/06/19,16-17,11730
30/06/19,17-18,11816
