Date,Hours,NO
02/04/19,11-12,17579
02/04/19,12-13,17332
02/04/19,13-14,17007
02/04/19,14-15,16891
02/04/19,15-16,16731
02/04/19,16-17,16788
02/04/19,17-18,16601
02/04/19,18-19,16424
02/04/19,19-20,16614
02/04/19,20-21,16880
02/04/19,21-22,16793
02/04/19,22-23,16331
02/04/19,23-00,15722
03/04/19,00-01,15077
03/04/19,01-02,14791
03/04/19,02-03,14660
03/04/19,03-04,14697
03/04/19,04-05,14904
03/04/19,05-06,15488
03/04/19,06-07,16796
03/04/19,07-08,17984
03/04/19,08-09,18267
03/04/19,09-10,18039
03/04/19,10-11,17890
03/04/19,11-12,17604
03/04/19,12-13,17225
03/04/19,13-14,17059
03/04/19,14-15,17205
03/04/19,15-16,17180
03/04/19,16-17,17151
03/04/19,17-18,17038
03/04/19,18-19,17003
03/04/19,19-20,17026
03/04/19,20-21,17310
03/04/19,21-22,17011
03/04/19,22-23,16305
03/04/19,23-00,15654
04/04/19,00-01,15070
04/04/19,01-02,14726
04/04/19,02-03,14552
04/04/19,03-04,14642
04/04/19,04-05,14806
04/04/19,05-06,15329
04/04/19,06-07,16595
04/04/19,07-08,17948
04/04/19,08-09,18172
04/04/19,09-10,17621
04/04/19,10-11,17172
04/04/19,11-12,16651
04/04/19,12-13,16467
04/04/19,13-14,16205
04/04/19,14-15,16076
04/04/19,15-16,15779
04/04/19,16-17,15970
04/04/19,17-18,15824
04/04/19,18-19,15798
04/04/19,19-20,15935
04/04/19,20-21,16101
04/04/19,21-22,16025
04/04/19,22-23,15598
04/04/19,23-00,14914
05/04/19,00-01,14306
05/04/19,01-02,14059
05/04/19,02-03,13784
05/04/19,03-04,13746
05/04/19,04-05,13961
05/04/19,05-06,14443
05/04/19,06-07,15643
05/04/19,07-08,17054
05/04/19,08-09,17287
05/04/19,09-10,17086
05/04/19,10-11,16674
05/04/19,11-12,16156
05/04/19,12-13,15907
05/04/19,13-14,15708
05/04/19,14-15,15506
05/04/19,15-16,15409
05/04/19,16-17,15385
05/04/19,17-18,15376
05/04/19,18-19,15472
05/04/19,19-20,15604
05/04/19,20-21,15724
05/04/19,21-22,15556
05/04/19,22-23,15091
05/04/19,23-00,14728
06/04/19,00-01,14365
06/04/19,01-02,13996
06/04/19,02-03,13973
06/04/19,03-04,13924
06/04/19,04-05,14026
06/04/19,05-06,14280
06/04/19,06-07,14633
06/04/19,07-08,14918
06/04/19,08-09,15471
06/04/19,09-10,15894
06/04/19,10-11,16042
06/04/19,11-12,15750
06/04/19,12-13,15570
06/04/19,13-14,15265
06/04/19,14-15,15020
06/04/19,15-16,14923
06/04/19,16-17,14827
06/04/19,17-18,14825
06/04/19,18-19,14906
06/04/19,19-20,15023
06/04/19,20-21,15214
06/04/19,21-22,15199
06/04/19,22-23,14814
06/04/19,23-00,14521
07/04/19,00-01,14120
07/04/19,01-02,13946
07/04/19,02-03,13758
07/04/19,03-04,13674
07/04/19,04-05,13861
07/04/19,05-06,14029
07/04/19,06-07,14178
07/04/19,07-08,14481
07/04/19,08-09,14808
07/04/19,09-10,15137
07/04/19,10-11,15344
07/04/19,11-12,15301
07/04/19,12-13,15117
07/04/19,13-14,15004
07/04/19,14-15,14878
07/04/19,15-16,14816
07/04/19,16-17,14857
07/04/19,17-18,14897
07/04/19,18-19,15057
07/04/19,19-20,15264
07/04/19,20-21,15740
07/04/19,21-22,15963
07/04/19,22-23,15643
07/04/19,23-00,15114
08/04/19,00-01,14755
08/04/19,01-02,14529
08/04/19,02-03,14551
08/04/19,03-04,14594
08/04/19,04-05,14788
08/04/19,05-06,15322
08/04/19,06-07,16602
08/04/19,07-08,17978
08/04/19,08-09,18055
08/04/19,09-10,17662
08/04/19,10-11,17222
08/04/19,11-12,16942
08/04/19,12-13,16641
08/04/19,13-14,16419
08/04/19,14-15,16275
08/04/19,15-16,16118
08/04/19,16-17,16085
08/04/19,17-18,15904
08/04/19,18-19,15897
08/04/19,19-20,16015
08/04/19,20-21,16429
08/04/19,21-22,16615
08/04/19,22-23,16239
08/04/19,23-00,15664
09/04/19,00-01,15173
09/04/19,01-02,14848
09/04/19,02-03,14784
09/04/19,03-04,14784
09/04/19,04-05,14992
09/04/19,05-06,15619
09/04/19,06-07,16857
09/04/19,07-08,18356
09/04/19,08-09,18563
09/04/19,09-10,17944
09/04/19,10-11,17586
09/04/19,11-12,17739
09/04/19,12-13,16760
09/04/19,13-14,16641
09/04/19,14-15,16682
09/04/19,15-16,16664
09/04/19,16-17,16435
09/04/19,17-18,16367
09/04/19,18-19,16325
09/04/19,19-20,16545
09/04/19,20-21,16809
09/04/19,21-22,17063
09/04/19,22-23,16481
09/04/19,23-00,16032
10/04/19,00-01,15488
10/04/19,01-02,15185
10/04/19,02-03,15021
10/04/19,03-04,15001
10/04/19,04-05,15209
10/04/19,05-06,15743
10/04/19,06-07,17230
10/04/19,07-08,18556
10/04/19,08-09,18812
10/04/19,09-10,18280
10/04/19,10-11,17874
10/04/19,11-12,17631
10/04/19,12-13,17261
10/04/19,13-14,16947
10/04/19,14-15,16755
10/04/19,15-16,16701
10/04/19,16-17,16727
10/04/19,17-18,16681
10/04/19,18-19,16505
10/04/19,19-20,16626
10/04/19,20-21,17011
10/04/19,21-22,17149
10/04/19,22-23,16611
10/04/19,23-00,16067
11/04/19,00-01,15437
11/04/19,01-02,15183
11/04/19,02-03,15275
11/04/19,03-04,15350
11/04/19,04-05,15481
11/04/19,05-06,16031
11/04/19,06-07,17438
11/04/19,07-08,18788
11/04/19,08-09,18966
11/04/19,09-10,18399
11/04/19,10-11,17970
11/04/19,11-12,17464
11/04/19,12-13,17337
11/04/19,13-14,17152
11/04/19,14-15,16924
11/04/19,15-16,16821
11/04/19,16-17,16835
11/04/19,17-18,16748
11/04/19,18-19,16711
11/04/19,19-20,16691
11/04/19,20-21,17004
11/04/19,21-22,17153
11/04/19,22-23,16822
11/04/19,23-00,16202
12/04/19,00-01,15664
12/04/19,01-02,15519
12/04/19,02-03,15435
12/04/19,03-04,15522
12/04/19,04-05,15748
12/04/19,05-06,16406
12/04/19,06-07,17871
12/04/19,07-08,19048
12/04/19,08-09,19039
12/04/19,09-10,18441
12/04/19,10-11,17867
12/04/19,11-12,17245
12/04/19,12-13,16958
12/04/19,13-14,16471
12/04/19,14-15,16067
12/04/19,15-16,15849
12/04/19,16-17,15727
12/04/19,17-18,15807
12/04/19,18-19,15791
12/04/19,19-20,15930
12/04/19,20-21,16137
12/04/19,21-22,16298
12/04/19,22-23,16093
12/04/19,23-00,15582
13/04/19,00-01,15213
13/04/19,01-02,14928
13/04/19,02-03,14899
13/04/19,03-04,14759
13/04/19,04-05,15027
13/04/19,05-06,15242
13/04/19,06-07,15444
13/04/19,07-08,15849
13/04/19,08-09,16244
13/04/19,09-10,16333
13/04/19,10-11,16140
13/04/19,11-12,15873
13/04/19,12-13,15586
13/04/19,13-14,15235
13/04/19,14-15,14984
13/04/19,15-16,14736
13/04/19,16-17,14676
13/04/19,17-18,14746
13/04/19,18-19,14841
13/04/19,19-20,14956
13/04/19,20-21,15128
13/04/19,21-22,15322
13/04/19,22-23,14889
13/04/19,23-00,14687
14/04/19,00-01,14610
14/04/19,01-02,14432
14/04/19,02-03,14493
14/04/19,03-04,14443
14/04/19,04-05,14565
14/04/19,05-06,14772
14/04/19,06-07,14907
14/04/19,07-08,15100
14/04/19,08-09,15250
14/04/19,09-10,15266
14/04/19,10-11,15189
14/04/19,11-12,15043
14/04/19,12-13,14901
14/04/19,13-14,14598
14/04/19,14-15,14466
14/04/19,15-16,14386
14/04/19,16-17,14391
14/04/19,17-18,14328
14/04/19,18-19,14500
14/04/19,19-20,14672
14/04/19,20-21,15027
14/04/19,21-22,15268
14/04/19,22-23,15064
14/04/19,23-00,14800
15/04/19,00-01,14596
15/04/19,01-02,14356
15/04/19,02-03,14350
15/04/19,03-04,14464
15/04/19,04-05,14813
15/04/19,05-06,15433
15/04/19,06-07,16311
15/04/19,07-08,17213
15/04/19,08-09,17374
15/04/19,09-10,17051
15/04/19,10-11,16664
15/04/19,11-12,16163
15/04/19,12-13,15783
15/04/19,13-14,15487
15/04/19,14-15,15305
15/04/19,15-16,15135
15/04/19,16-17,14964
15/04/19,17-18,14843
15/04/19,18-19,14899
15/04/19,19-20,14970
15/04/19,20-21,15086
15/04/19,21-22,15238
15/04/19,22-23,14910
15/04/19,23-00,14514
16/04/19,00-01,14230
16/04/19,01-02,13887
16/04/19,02-03,13935
16/04/19,03-04,14102
16/04/19,04-05,14236
16/04/19,05-06,14631
16/04/19,06-07,15633
16/04/19,07-08,16423
16/04/19,08-09,16626
16/04/19,09-10,16399
16/04/19,10-11,16000
16/04/19,11-12,15704
16/04/19,12-13,15528
16/04/19,13-14,15366
16/04/19,14-15,15226
16/04/19,15-16,15169
16/04/19,16-17,14954
16/04/19,17-18,14869
16/04/19,18-19,15018
16/04/19,19-20,15214
16/04/19,20-21,15167
16/04/19,21-22,15146
16/04/19,22-23,14712
16/04/19,23-00,14310
17/04/19,00-01,14067
17/04/19,01-02,13821
17/04/19,02-03,13758
17/04/19,03-04,13840
17/04/19,04-05,14189
17/04/19,05-06,14857
17/04/19,06-07,15388
17/04/19,07-08,15844
17/04/19,08-09,16044
17/04/19,09-10,15904
17/04/19,10-11,15690
17/04/19,11-12,15333
17/04/19,12-13,14813
17/04/19,13-14,14566
17/04/19,14-15,14222
17/04/19,15-16,14095
17/04/19,16-17,13964
17/04/19,17-18,13884
17/04/19,18-19,13929
17/04/19,19-20,13878
17/04/19,20-21,13981
17/04/19,21-22,14122
17/04/19,22-23,13878
17/04/19,23-00,13382
18/04/19,00-01,13081
18/04/19,01-02,12983
18/04/19,02-03,12868
18/04/19,03-04,12982
18/04/19,04-05,13063
18/04/19,05-06,13312
18/04/19,06-07,13569
18/04/19,07-08,13897
18/04/19,08-09,13884
18/04/19,09-10,14037
18/04/19,10-11,13885
18/04/19,11-12,13634
18/04/19,12-13,13352
18/04/19,13-14,13094
18/04/19,14-15,12946
18/04/19,15-16,12811
18/04/19,16-17,12793
18/04/19,17-18,12804
18/04/19,18-19,12872
18/04/19,19-20,12952
18/04/19,20-21,13017
18/04/19,21-22,13237
18/04/19,22-23,13070
18/04/19,23-00,12462
19/04/19,00-01,12228
19/04/19,01-02,12119
19/04/19,02-03,12149
19/04/19,03-04,12260
19/04/19,04-05,12369
19/04/19,05-06,12609
19/04/19,06-07,12914
19/04/19,07-08,13163
19/04/19,08-09,13340
19/04/19,09-10,13496
19/04/19,10-11,13394
19/04/19,11-12,13237
19/04/19,12-13,13007
19/04/19,13-14,12696
19/04/19,14-15,12589
19/04/19,15-16,12614
19/04/19,16-17,12661
19/04/19,17-18,12519
19/04/19,18-19,12600
19/04/19,19-20,12508
19/04/19,20-21,12571
19/04/19,21-22,12767
19/04/19,22-23,12607
19/04/19,23-00,12344
20/04/19,00-01,12118
20/04/19,01-02,11972
20/04/19,02-03,11932
20/04/19,03-04,12003
20/04/19,04-05,12033
20/04/19,05-06,12133
20/04/19,06-07,12248
20/04/19,07-08,12491
20/04/19,08-09,12807
20/04/19,09-10,13062
20/04/19,10-11,13146
20/04/19,11-12,12943
20/04/19,12-13,12699
20/04/19,13-14,12505
20/04/19,14-15,12289
20/04/19,15-16,12379
20/04/19,16-17,12331
20/04/19,17-18,12449
20/04/19,18-19,12285
20/04/19,19-20,12339
20/04/19,20-21,12415
20/04/19,21-22,12390
20/04/19,22-23,12290
20/04/19,23-00,11955
21/04/19,00-01,11838
21/04/19,01-02,11534
21/04/19,02-03,11488
21/04/19,03-04,11497
21/04/19,04-05,11644
21/04/19,05-06,11498
21/04/19,06-07,11547
21/04/19,07-08,11773
21/04/19,08-09,12119
21/04/19,09-10,12403
21/04/19,10-11,12602
21/04/19,11-12,12583
21/04/19,12-13,12398
21/04/19,13-14,12343
21/04/19,14-15,12240
21/04/19,15-16,12182
21/04/19,16-17,12203
21/04/19,17-18,12303
21/04/19,18-19,12370
21/04/19,19-20,12414
21/04/19,20-21,12497
21/04/19,21-22,12708
21/04/19,22-23,12336
21/04/19,23-00,12140
22/04/19,00-01,11834
22/04/19,01-02,11730
22/04/19,02-03,11624
22/04/19,03-04,11566
22/04/19,04-05,11617
22/04/19,05-06,11717
22/04/19,06-07,11986
22/04/19,07-08,12334
22/04/19,08-09,12594
22/04/19,09-10,13006
22/04/19,10-11,13148
22/04/19,11-12,12980
22/04/19,12-13,12782
22/04/19,13-14,12559
22/04/19,14-15,12369
22/04/19,15-16,12384
22/04/19,16-17,12242
22/04/19,17-18,12264
22/04/19,18-19,12316
22/04/19,19-20,12468
22/04/19,20-21,12492
22/04/19,21-22,12649
22/04/19,22-23,12575
22/04/19,23-00,12135
23/04/19,00-01,11830
23/04/19,01-02,11647
23/04/19,02-03,11542
23/04/19,03-04,11690
23/04/19,04-05,11769
23/04/19,05-06,12177
23/04/19,06-07,13094
23/04/19,07-08,14522
23/04/19,08-09,14665
23/04/19,09-10,14440
23/04/19,10-11,14290
23/04/19,11-12,13866
23/04/19,12-13,13927
23/04/19,13-14,13746
23/04/19,14-15,13544
23/04/19,15-16,13492
23/04/19,16-17,13487
23/04/19,17-18,13204
23/04/19,18-19,13194
23/04/19,19-20,13225
23/04/19,20-21,13167
23/04/19,21-22,13314
23/04/19,22-23,13147
23/04/19,23-00,12616
24/04/19,00-01,12144
24/04/19,01-02,11897
24/04/19,02-03,11622
24/04/19,03-04,11699
24/04/19,04-05,11883
24/04/19,05-06,12171
24/04/19,06-07,13205
24/04/19,07-08,14521
24/04/19,08-09,14735
24/04/19,09-10,14529
24/04/19,10-11,14245
24/04/19,11-12,13944
24/04/19,12-13,13814
24/04/19,13-14,13544
24/04/19,14-15,13556
24/04/19,15-16,13670
24/04/19,16-17,13850
24/04/19,17-18,13810
24/04/19,18-19,13678
24/04/19,19-20,13665
24/04/19,20-21,13595
24/04/19,21-22,13698
24/04/19,22-23,13158
24/04/19,23-00,12317
25/04/19,00-01,11679
25/04/19,01-02,11452
25/04/19,02-03,11314
25/04/19,03-04,11493
25/04/19,04-05,11573
25/04/19,05-06,11956
25/04/19,06-07,13019
25/04/19,07-08,14079
25/04/19,08-09,14410
25/04/19,09-10,14224
25/04/19,10-11,13984
25/04/19,11-12,13917
25/04/19,12-13,13849
25/04/19,13-14,13916
25/04/19,14-15,13890
25/04/19,15-16,13986
25/04/19,16-17,13977
25/04/19,17-18,14057
25/04/19,18-19,13826
25/04/19,19-20,13738
25/04/19,20-21,13708
25/04/19,21-22,13610
25/04/19,22-23,13174
25/04/19,23-00,12270
26/04/19,00-01,11946
26/04/19,01-02,11569
26/04/19,02-03,11414
26/04/19,03-04,11394
26/04/19,04-05,11602
26/04/19,05-06,12003
26/04/19,06-07,12883
26/04/19,07-08,14169
26/04/19,08-09,14488
26/04/19,09-10,14439
26/04/19,10-11,14296
26/04/19,11-12,14072
26/04/19,12-13,14017
26/04/19,13-14,13579
26/04/19,14-15,13429
26/04/19,15-16,13333
26/04/19,16-17,13261
26/04/19,17-18,13606
26/04/19,18-19,13788
26/04/19,19-20,13715
26/04/19,20-21,13480
26/04/19,21-22,13348
26/04/19,22-23,13064
26/04/19,23-00,12326
27/04/19,00-01,11819
27/04/19,01-02,11482
27/04/19,02-03,11033
27/04/19,03-04,10947
27/04/19,04-05,10819
27/04/19,05-06,10667
27/04/19,06-07,10886
27/04/19,07-08,11578
27/04/19,08-09,12277
27/04/19,09-10,12800
27/04/19,10-11,13071
27/04/19,11-12,12845
27/04/19,12-13,12771
27/04/19,13-14,12665
27/04/19,14-15,12465
27/04/19,15-16,12458
27/04/19,16-17,12493
27/04/19,17-18,12825
27/04/19,18-19,13201
27/04/19,19-20,13334
27/04/19,20-21,13154
27/04/19,21-22,13075
27/04/19,22-23,12685
27/04/19,23-00,12248
28/04/19,00-01,11687
28/04/19,01-02,11470
28/04/19,02-03,11218
28/04/19,03-04,10945
28/04/19,04-05,10968
28/04/19,05-06,10840
28/04/19,06-07,10755
28/04/19,07-08,10898
28/04/19,08-09,11730
28/04/19,09-10,12751
28/04/19,10-11,13037
28/04/19,11-12,13108
28/04/19,12-13,12858
28/04/19,13-14,12540
28/04/19,14-15,12264
28/04/19,15-16,12159
28/04/19,16-17,12289
28/04/19,17-18,12580
28/04/19,18-19,13003
28/04/19,19-20,13040
28/04/19,20-21,13136
28/04/19,21-22,13372
28/04/19,22-23,13220
28/04/19,23-00,12684
29/04/19,00-01,12197
29/04/19,01-02,11863
29/04/19,02-03,11860
29/04/19,03-04,11833
29/04/19,04-05,11952
29/04/19,05-06,12381
29/04/19,06-07,13623
29/04/19,07-08,14715
29/04/19,08-09,14858
29/04/19,09-10,14494
29/04/19,10-11,14088
29/04/19,11-12,13892
29/04/19,12-13,13520
29/04/19,13-14,13567
29/04/19,14-15,13558
29/04/19,15-16,13379
29/04/19,16-17,13433
29/04/19,17-18,13431
29/04/19,18-19,13200
29/04/19,19-20,13113
29/04/19,20-21,13123
29/04/19,21-22,13217
29/04/19,22-23,12964
29/04/19,23-00,12269
30/04/19,00-01,11726
30/04/19,01-02,11389
30/04/19,02-03,11249
30/04/19,03-04,11071
30/04/19,04-05,11056
30/04/19,05-06,11340
30/04/19,06-07,12459
30/04/19,07-08,13556
30/04/19,08-09,13998
30/04/19,09-10,13972
30/04/19,10-11,13887
30/04/19,11-12,13778
30/04/19,12-13,13698
30/04/19,13-14,13473
30/04/19,14-15,13513
30/04/19,15-16,13485
30/04/19,16-17,13508
30/04/19,17-18,13664
30/04/19,18-19,13269
30/04/19,19-20,13136
30/04/19,20-21,13000
30/04/19,21-22,12688
30/04/19,22-23,12510
30/04/19,23-00,12042
01/05/19,00-01,11595
01/05/19,01-02,11298
01/05/19,02-03,11017
01/05/19,03-04,10981
01/05/19,04-05,11052
01/05/19,05-06,11054
01/05/19,06-07,11273
01/05/19,07-08,11742
01/05/19,08-09,12316
01/05/19,09-10,12754
01/05/19,10-11,13155
01/05/19,11-12,13232
01/05/19,12-13,13206
01/05/19,13-14,13059
01/05/19,14-15,13098
01/05/19,15-16,13178
01/05/19,16-17,13107
01/05/19,17-18,13163
01/05/19,18-19,13133
01/05/19,19-20,13211
01/05/19,20-21,13411
01/05/19,21-22,13232
01/05/19,22-23,12964
01/05/19,23-00,12565
02/05/19,00-01,12104
02/05/19,01-02,11956
02/05/19,02-03,11908
02/05/19,03-04,11792
02/05/19,04-05,12023
02/05/19,05-06,12362
02/05/19,06-07,13296
02/05/19,07-08,14634
02/05/19,08-09,15110
02/05/19,09-10,14833
02/05/19,10-11,14635
02/05/19,11-12,14524
02/05/19,12-13,14479
02/05/19,13-14,14490
02/05/19,14-15,14476
02/05/19,15-16,14497
02/05/19,16-17,14431
02/05/19,17-18,14584
02/05/19,18-19,14480
02/05/19,19-20,14443
02/05/19,20-21,14556
02/05/19,21-22,14921
02/05/19,22-23,14876
02/05/19,23-00,14126
03/05/19,00-01,13597
03/05/19,01-02,13346
03/05/19,02-03,13272
03/05/19,03-04,13330
03/05/19,04-05,13567
03/05/19,05-06,13986
03/05/19,06-07,15296
03/05/19,07-08,16432
03/05/19,08-09,16519
03/05/19,09-10,16351
03/05/19,10-11,16007
03/05/19,11-12,15662
03/05/19,12-13,15454
03/05/19,13-14,15128
03/05/19,14-15,15176
03/05/19,15-16,14944
03/05/19,16-17,14895
03/05/19,17-18,14834
03/05/19,18-19,14942
03/05/19,19-20,14899
03/05/19,20-21,14982
03/05/19,21-22,14842
03/05/19,22-23,14870
03/05/19,23-00,14503
04/05/19,00-01,13709
04/05/19,01-02,13531
04/05/19,02-03,13270
04/05/19,03-04,13267
04/05/19,04-05,13300
04/05/19,05-06,13256
04/05/19,06-07,13431
04/05/19,07-08,13678
04/05/19,08-09,14407
04/05/19,09-10,14796
04/05/19,10-11,14882
04/05/19,11-12,14634
04/05/19,12-13,14378
04/05/19,13-14,14279
04/05/19,14-15,14076
04/05/19,15-16,13847
04/05/19,16-17,13884
04/05/19,17-18,14028
04/05/19,18-19,14145
04/05/19,19-20,14473
04/05/19,20-21,14163
04/05/19,21-22,14175
04/05/19,22-23,14308
04/05/19,23-00,13919
05/05/19,00-01,13679
05/05/19,01-02,13346
05/05/19,02-03,13329
05/05/19,03-04,13449
05/05/19,04-05,13161
05/05/19,05-06,13306
05/05/19,06-07,13341
05/05/19,07-08,13632
05/05/19,08-09,13834
05/05/19,09-10,14184
05/05/19,10-11,14482
05/05/19,11-12,14453
05/05/19,12-13,14238
05/05/19,13-14,14087
05/05/19,14-15,14095
05/05/19,15-16,14137
05/05/19,16-17,14147
05/05/19,17-18,14246
05/05/19,18-19,14314
05/05/19,19-20,14475
05/05/19,20-21,14636
05/05/19,21-22,14805
05/05/19,22-23,14583
05/05/19,23-00,13973
06/05/19,00-01,13541
06/05/19,01-02,13344
06/05/19,02-03,13251
06/05/19,03-04,13322
06/05/19,04-05,13403
06/05/19,05-06,13822
06/05/19,06-07,15438
06/05/19,07-08,17210
06/05/19,08-09,16641
06/05/19,09-10,16397
06/05/19,10-11,16072
06/05/19,11-12,16075
06/05/19,12-13,16019
06/05/19,13-14,16013
06/05/19,14-15,15791
06/05/19,15-16,15756
06/05/19,16-17,15800
06/05/19,17-18,15528
06/05/19,18-19,15440
06/05/19,19-20,15585
06/05/19,20-21,15491
06/05/19,21-22,15577
06/05/19,22-23,15221
06/05/19,23-00,14660
07/05/19,00-01,14100
07/05/19,01-02,13801
07/05/19,02-03,13747
07/05/19,03-04,13673
07/05/19,04-05,13835
07/05/19,05-06,14101
07/05/19,06-07,15469
07/05/19,07-08,16850
07/05/19,08-09,16899
07/05/19,09-10,16347
07/05/19,10-11,16202
07/05/19,11-12,15897
07/05/19,12-13,15787
07/05/19,13-14,15683
07/05/19,14-15,15254
07/05/19,15-16,15224
07/05/19,16-17,15220
07/05/19,17-18,15218
07/05/19,18-19,15157
07/05/19,19-20,15039
07/05/19,20-21,15171
07/05/19,21-22,15179
07/05/19,22-23,15112
07/05/19,23-00,14469
08/05/19,00-01,13922
08/05/19,01-02,13335
08/05/19,02-03,13336
08/05/19,03-04,13525
08/05/19,04-05,13709
08/05/19,05-06,14002
08/05/19,06-07,15319
08/05/19,07-08,16438
08/05/19,08-09,16634
08/05/19,09-10,15981
08/05/19,10-11,15546
08/05/19,11-12,15275
08/05/19,12-13,15072
08/05/19,13-14,14988
08/05/19,14-15,14885
08/05/19,15-16,14906
08/05/19,16-17,14798
08/05/19,17-18,14607
08/05/19,18-19,14820
08/05/19,19-20,14841
08/05/19,20-21,14873
08/05/19,21-22,14682
08/05/19,22-23,14612
08/05/19,23-00,14005
09/05/19,00-01,13379
09/05/19,01-02,12976
09/05/19,02-03,12864
09/05/19,03-04,12951
09/05/19,04-05,13130
09/05/19,05-06,13444
09/05/19,06-07,14561
09/05/19,07-08,15841
09/05/19,08-09,16172
09/05/19,09-10,16001
09/05/19,10-11,15850
09/05/19,11-12,15796
09/05/19,12-13,15715
09/05/19,13-14,15600
09/05/19,14-15,15661
09/05/19,15-16,15733
09/05/19,16-17,15675
09/05/19,17-18,15765
09/05/19,18-19,15584
09/05/19,19-20,15428
09/05/19,20-21,15410
09/05/19,21-22,15085
09/05/19,22-23,14933
09/05/19,23-00,14214
10/05/19,00-01,13243
10/05/19,01-02,12907
10/05/19,02-03,12781
10/05/19,03-04,12825
10/05/19,04-05,12738
10/05/19,05-06,13212
10/05/19,06-07,14071
10/05/19,07-08,15297
10/05/19,08-09,15941
10/05/19,09-10,15847
10/05/19,10-11,15714
10/05/19,11-12,15405
10/05/19,12-13,15232
10/05/19,13-14,15124
10/05/19,14-15,14920
10/05/19,15-16,14615
10/05/19,16-17,14657
10/05/19,17-18,14655
10/05/19,18-19,14171
10/05/19,19-20,14249
10/05/19,20-21,13999
10/05/19,21-22,13895
10/05/19,22-23,13803
10/05/19,23-00,13024
11/05/19,00-01,12781
11/05/19,01-02,12465
11/05/19,02-03,12380
11/05/19,03-04,12334
11/05/19,04-05,12240
11/05/19,05-06,12288
11/05/19,06-07,12477
11/05/19,07-08,12710
11/05/19,08-09,13347
11/05/19,09-10,13736
11/05/19,10-11,14130
11/05/19,11-12,13980
11/05/19,12-13,13669
11/05/19,13-14,13629
11/05/19,14-15,13476
11/05/19,15-16,13310
11/05/19,16-17,13210
11/05/19,17-18,13416
11/05/19,18-19,13455
11/05/19,19-20,13529
11/05/19,20-21,13513
11/05/19,21-22,13553
11/05/19,22-23,13735
11/05/19,23-00,13171
12/05/19,00-01,12907
12/05/19,01-02,12697
12/05/19,02-03,12594
12/05/19,03-04,12417
12/05/19,04-05,12506
12/05/19,05-06,12421
12/05/19,06-07,12462
12/05/19,07-08,12800
12/05/19,08-09,13164
12/05/19,09-10,13533
12/05/19,10-11,13737
12/05/19,11-12,13536
12/05/19,12-13,13442
12/05/19,13-14,13558
12/05/19,14-15,13488
12/05/19,15-16,13427
12/05/19,16-17,13640
12/05/19,17-18,13714
12/05/19,18-19,13535
12/05/19,19-20,13792
12/05/19,20-21,13903
12/05/19,21-22,13980
12/05/19,22-23,14012
12/05/19,23-00,13576
13/05/19,00-01,13077
13/05/19,01-02,12824
13/05/19,02-03,12761
13/05/19,03-04,12851
13/05/19,04-05,13115
13/05/19,05-06,13276
13/05/19,06-07,14618
13/05/19,07-08,15730
13/05/19,08-09,15804
13/05/19,09-10,15427
13/05/19,10-11,15354
13/05/19,11-12,14925
13/05/19,12-13,14867
13/05/19,13-14,14857
13/05/19,14-15,14667
13/05/19,15-16,14531
13/05/19,16-17,14486
13/05/19,17-18,14297
13/05/19,18-19,14111
13/05/19,19-20,14308
13/05/19,20-21,14397
13/05/19,21-22,14281
13/05/19,22-23,14094
13/05/19,23-00,13307
14/05/19,00-01,12722
14/05/19,01-02,12478
14/05/19,02-03,12379
14/05/19,03-04,12399
14/05/19,04-05,12460
14/05/19,05-06,12868
14/05/19,06-07,14072
14/05/19,07-08,15189
14/05/19,08-09,15707
14/05/19,09-10,15225
14/05/19,10-11,14846
14/05/19,11-12,14635
14/05/19,12-13,14510
14/05/19,13-14,14407
14/05/19,14-15,14309
14/05/19,15-16,14338
14/05/19,16-17,14170
14/05/19,17-18,13989
14/05/19,18-19,13999
14/05/19,19-20,14027
14/05/19,20-21,13950
14/05/19,21-22,14014
14/05/19,22-23,13729
14/05/19,23-00,12881
15/05/19,00-01,12470
15/05/19,01-02,12157
15/05/19,02-03,12026
15/05/19,03-04,11999
15/05/19,04-05,12026
15/05/19,05-06,12317
15/05/19,06-07,13627
15/05/19,07-08,14921
15/05/19,08-09,15132
15/05/19,09-10,14932
15/05/19,10-11,14648
15/05/19,11-12,14336
15/05/19,12-13,14161
15/05/19,13-14,14086
15/05/19,14-15,13914
15/05/19,15-16,13772
15/05/19,16-17,13635
15/05/19,17-18,13659
15/05/19,18-19,13430
15/05/19,19-20,13391
15/05/19,20-21,13422
15/05/19,21-22,13181
15/05/19,22-23,13147
15/05/19,23-00,12369
16/05/19,00-01,11949
16/05/19,01-02,11662
16/05/19,02-03,11494
16/05/19,03-04,11453
16/05/19,04-05,11422
16/05/19,05-06,11582
16/05/19,06-07,12859
16/05/19,07-08,14058
16/05/19,08-09,14401
16/05/19,09-10,14239
16/05/19,10-11,14008
16/05/19,11-12,13745
16/05/19,12-13,13612
16/05/19,13-14,13462
16/05/19,14-15,13352
16/05/19,15-16,13195
16/05/19,16-17,13095
16/05/19,17-18,12977
16/05/19,18-19,12473
16/05/19,19-20,12374
16/05/19,20-21,12505
16/05/19,21-22,12376
16/05/19,22-23,12151
16/05/19,23-00,11632
17/05/19,00-01,11284
17/05/19,01-02,10768
17/05/19,02-03,10483
17/05/19,03-04,10444
17/05/19,04-05,10458
17/05/19,05-06,10543
17/05/19,06-07,11051
