Date,Hours,NO
16/08/17,16-17,12698
16/08/17,17-18,12554
16/08/17,18-19,12566
16/08/17,19-20,12516
16/08/17,20-21,12656
16/08/17,21-22,12349
16/08/17,22-23,11638
16/08/17,23-00,11026
17/08/17,00-01,10667
17/08/17,01-02,10601
17/08/17,02-03,10557
17/08/17,03-04,10615
17/08/17,04-05,10737
17/08/17,05-06,11631
17/08/17,06-07,12693
17/08/17,07-08,13067
17/08/17,08-09,13175
17/08/17,09-10,13253
17/08/17,10-11,13191
17/08/17,11-12,13244
17/08/17,12-13,13224
17/08/17,13-14,13220
17/08/17,14-15,13307
17/08/17,15-16,13169
17/08/17,16-17,13096
17/08/17,17-18,12902
17/08/17,18-19,12772
17/08/17,19-20,12799
17/08/17,20-21,12849
17/08/17,21-22,12501
17/08/17,22-23,11979
17/08/17,23-00,11406
18/08/17,00-01,11003
18/08/17,01-02,10893
18/08/17,02-03,10723
18/08/17,03-04,10676
18/08/17,04-05,10762
18/08/17,05-06,11557
18/08/17,06-07,12791
18/08/17,07-08,13179
18/08/17,08-09,13241
18/08/17,09-10,13301
18/08/17,10-11,13148
18/08/17,11-12,13076
18/08/17,12-13,13063
18/08/17,13-14,12989
18/08/17,14-15,12778
18/08/17,15-16,12707
18/08/17,16-17,12678
18/08/17,17-18,12373
18/08/17,18-19,12340
18/08/17,19-20,12303
18/08/17,20-21,12274
18/08/17,21-22,11912
18/08/17,22-23,11517
18/08/17,23-00,10993
19/08/17,00-01,10643
19/08/17,01-02,10514
19/08/17,02-03,10374
19/08/17,03-04,10193
19/08/17,04-05,10283
19/08/17,05-06,10389
19/08/17,06-07,10733
19/08/17,07-08,11271
19/08/17,08-09,11820
19/08/17,09-10,12111
19/08/17,10-11,12215
19/08/17,11-12,12078
19/08/17,12-13,11953
19/08/17,13-14,11800
19/08/17,14-15,11726
19/08/17,15-16,11596
19/08/17,16-17,11700
19/08/17,17-18,11802
19/08/17,18-19,11719
19/08/17,19-20,11655
19/08/17,20-21,11645
19/08/17,21-22,11412
19/08/17,22-23,10969
19/08/17,23-00,10645
20/08/17,00-01,10369
20/08/17,01-02,10214
20/08/17,02-03,10148
20/08/17,03-04,10087
20/08/17,04-05,10124
20/08/17,05-06,10058
20/08/17,06-07,10414
20/08/17,07-08,11069
20/08/17,08-09,11508
20/08/17,09-10,11835
20/08/17,10-11,11898
20/08/17,11-12,11874
20/08/17,12-13,11905
20/08/17,13-14,11922
20/08/17,14-15,11858
20/08/17,15-16,11840
20/08/17,16-17,11767
20/08/17,17-18,11796
20/08/17,18-19,12044
20/08/17,19-20,12018
20/08/17,20-21,12138
20/08/17,21-22,11830
20/08/17,22-23,11179
20/08/17,23-00,10658
21/08/17,00-01,10440
21/08/17,01-02,10228
21/08/17,02-03,10255
21/08/17,03-04,10466
21/08/17,04-05,10585
21/08/17,05-06,11676
21/08/17,06-07,12914
21/08/17,07-08,13190
21/08/17,08-09,13241
21/08/17,09-10,13247
21/08/17,10-11,13187
21/08/17,11-12,13014
21/08/17,12-13,13138
21/08/17,13-14,13124
21/08/17,14-15,13008
21/08/17,15-16,13019
21/08/17,16-17,12868
21/08/17,17-18,12618
21/08/17,18-19,12742
21/08/17,19-20,12726
21/08/17,20-21,12835
21/08/17,21-22,12443
21/08/17,22-23,11729
21/08/17,23-00,11380
22/08/17,00-01,11088
22/08/17,01-02,11023
22/08/17,02-03,11034
22/08/17,03-04,11123
22/08/17,04-05,11352
22/08/17,05-06,12289
22/08/17,06-07,13525
22/08/17,07-08,13724
22/08/17,08-09,13748
22/08/17,09-10,13635
22/08/17,10-11,13459
22/08/17,11-12,13454
22/08/17,12-13,13374
22/08/17,13-14,13169
22/08/17,14-15,13118
22/08/17,15-16,13168
22/08/17,16-17,12991
22/08/17,17-18,12813
22/08/17,18-19,12832
22/08/17,19-20,12849
22/08/17,20-21,13031
22/08/17,21-22,12662
22/08/17,22-23,12099
22/08/17,23-00,11363
23/08/17,00-01,11041
23/08/17,01-02,10942
23/08/17,02-03,10900
23/08/17,03-04,10950
23/08/17,04-05,11220
23/08/17,05-06,12158
23/08/17,06-07,13359
23/08/17,07-08,13638
23/08/17,08-09,13456
23/08/17,09-10,13345
23/08/17,10-11,13253
23/08/17,11-12,13079
23/08/17,12-13,13049
23/08/17,13-14,13107
23/08/17,14-15,13093
23/08/17,15-16,12983
23/08/17,16-17,12871
23/08/17,17-18,12822
23/08/17,18-19,12756
23/08/17,19-20,12880
23/08/17,20-21,13128
23/08/17,21-22,12792
23/08/17,22-23,12067
23/08/17,23-00,11309
24/08/17,00-01,11032
24/08/17,01-02,10855
24/08/17,02-03,10831
24/08/17,03-04,10909
24/08/17,04-05,11250
24/08/17,05-06,12072
24/08/17,06-07,13456
24/08/17,07-08,13690
24/08/17,08-09,13497
24/08/17,09-10,13471
24/08/17,10-11,13307
24/08/17,11-12,13284
24/08/17,12-13,13265
24/08/17,13-14,13324
24/08/17,14-15,13463
24/08/17,15-16,13473
24/08/17,16-17,13407
24/08/17,17-18,13231
24/08/17,18-19,13347
24/08/17,19-20,13379
24/08/17,20-21,13244
24/08/17,21-22,12771
24/08/17,22-23,12135
24/08/17,23-00,11484
25/08/17,00-01,11172
25/08/17,01-02,11003
25/08/17,02-03,10960
25/08/17,03-04,11054
25/08/17,04-05,11291
25/08/17,05-06,12146
25/08/17,06-07,13481
25/08/17,07-08,13774
25/08/17,08-09,13648
25/08/17,09-10,13546
25/08/17,10-11,13376
25/08/17,11-12,13219
25/08/17,12-13,13028
25/08/17,13-14,12947
25/08/17,14-15,12777
25/08/17,15-16,12723
25/08/17,16-17,12660
25/08/17,17-18,12584
25/08/17,18-19,12522
25/08/17,19-20,12442
25/08/17,20-21,12593
25/08/17,21-22,12167
25/08/17,22-23,11764
25/08/17,23-00,11361
26/08/17,00-01,11003
26/08/17,01-02,10838
26/08/17,02-03,10765
26/08/17,03-04,10810
26/08/17,04-05,10841
26/08/17,05-06,10835
26/08/17,06-07,11265
26/08/17,07-08,11866
26/08/17,08-09,12404
26/08/17,09-10,12643
26/08/17,10-11,12640
26/08/17,11-12,12447
26/08/17,12-13,12345
26/08/17,13-14,12216
26/08/17,14-15,12183
26/08/17,15-16,12183
26/08/17,16-17,12200
26/08/17,17-18,12333
26/08/17,18-19,12304
26/08/17,19-20,12215
26/08/17,20-21,12220
26/08/17,21-22,11936
26/08/17,22-23,11585
26/08/17,23-00,11219
27/08/17,00-01,10986
27/08/17,01-02,10785
27/08/17,02-03,10753
27/08/17,03-04,10802
27/08/17,04-05,10784
27/08/17,05-06,10777
27/08/17,06-07,11068
27/08/17,07-08,11307
27/08/17,08-09,11763
27/08/17,09-10,12019
27/08/17,10-11,11960
27/08/17,11-12,11810
27/08/17,12-13,11718
27/08/17,13-14,11671
27/08/17,14-15,11725
27/08/17,15-16,11797
27/08/17,16-17,11803
27/08/17,17-18,11916
27/08/17,18-19,12119
27/08/17,19-20,12345
27/08/17,20-21,12594
27/08/17,21-22,12264
27/08/17,22-23,11649
27/08/17,23-00,11111
28/08/17,00-01,10874
28/08/17,01-02,10810
28/08/17,02-03,10798
28/08/17,03-04,10764
28/08/17,04-05,11127
28/08/17,05-06,12025
28/08/17,06-07,13309
28/08/17,07-08,13682
28/08/17,08-09,13798
28/08/17,09-10,13547
28/08/17,10-11,13545
28/08/17,11-12,13464
28/08/17,12-13,13441
28/08/17,13-14,13450
28/08/17,14-15,13512
28/08/17,15-16,13538
28/08/17,16-17,13367
28/08/17,17-18,13186
28/08/17,18-19,13163
28/08/17,19-20,13091
28/08/17,20-21,12966
28/08/17,21-22,12475
28/08/17,22-23,11634
28/08/17,23-00,11012
29/08/17,00-01,10669
29/08/17,01-02,10512
29/08/17,02-03,10424
29/08/17,03-04,10444
29/08/17,04-05,10846
29/08/17,05-06,11894
29/08/17,06-07,13179
29/08/17,07-08,13405
29/08/17,08-09,13401
29/08/17,09-10,13328
29/08/17,10-11,13446
29/08/17,11-12,13132
29/08/17,12-13,13064
29/08/17,13-14,13111
29/08/17,14-15,13551
29/08/17,15-16,13367
29/08/17,16-17,13230
29/08/17,17-18,13120
29/08/17,18-19,13098
29/08/17,19-20,13176
29/08/17,20-21,13143
29/08/17,21-22,12639
29/08/17,22-23,11866
29/08/17,23-00,11286
30/08/17,00-01,10871
30/08/17,01-02,10753
30/08/17,02-03,10748
30/08/17,03-04,10802
30/08/17,04-05,11264
30/08/17,05-06,12185
30/08/17,06-07,13499
30/08/17,07-08,13739
30/08/17,08-09,13611
30/08/17,09-10,13568
30/08/17,10-11,13463
30/08/17,11-12,13325
30/08/17,12-13,13225
30/08/17,13-14,13254
30/08/17,14-15,13338
30/08/17,15-16,13369
30/08/17,16-17,13112
30/08/17,17-18,13099
30/08/17,18-19,13083
30/08/17,19-20,13201
30/08/17,20-21,13080
30/08/17,21-22,12530
30/08/17,22-23,11900
30/08/17,23-00,11313
31/08/17,00-01,10885
31/08/17,01-02,10714
31/08/17,02-03,10614
31/08/17,03-04,10744
31/08/17,04-05,11257
31/08/17,05-06,12241
31/08/17,06-07,13487
31/08/17,07-08,13811
31/08/17,08-09,13694
31/08/17,09-10,13576
31/08/17,10-11,13466
31/08/17,11-12,13380
31/08/17,12-13,13432
31/08/17,13-14,13358
31/08/17,14-15,13348
31/08/17,15-16,13290
31/08/17,16-17,13302
31/08/17,17-18,13267
31/08/17,18-19,13244
31/08/17,19-20,13443
31/08/17,20-21,13344
31/08/17,21-22,12747
31/08/17,22-23,11999
31/08/17,23-00,11350
01/09/17,00-01,10966
01/09/17,01-02,10785
01/09/17,02-03,10890
01/09/17,03-04,10951
01/09/17,04-05,11455
01/09/17,05-06,12314
01/09/17,06-07,13577
01/09/17,07-08,14087
01/09/17,08-09,13883
01/09/17,09-10,13781
01/09/17,10-11,13598
01/09/17,11-12,13472
01/09/17,12-13,13222
01/09/17,13-14,13063
01/09/17,14-15,12838
01/09/17,15-16,12782
01/09/17,16-17,12704
01/09/17,17-18,12729
01/09/17,18-19,12747
01/09/17,19-20,12957
01/09/17,20-21,12806
01/09/17,21-22,12373
01/09/17,22-23,11907
01/09/17,23-00,11384
02/09/17,00-01,11102
02/09/17,01-02,10925
02/09/17,02-03,10868
02/09/17,03-04,10932
02/09/17,04-05,10927
02/09/17,05-06,10975
02/09/17,06-07,11345
02/09/17,07-08,11952
02/09/17,08-09,12388
02/09/17,09-10,12600
02/09/17,10-11,12553
02/09/17,11-12,12339
02/09/17,12-13,12180
02/09/17,13-14,12022
02/09/17,14-15,11851
02/09/17,15-16,11900
02/09/17,16-17,12064
02/09/17,17-18,12078
02/09/17,18-19,12199
02/09/17,19-20,12231
02/09/17,20-21,12233
02/09/17,21-22,11771
02/09/17,22-23,11547
02/09/17,23-00,11185
03/09/17,00-01,10786
03/09/17,01-02,10725
03/09/17,02-03,10744
03/09/17,03-04,10748
03/09/17,04-05,10760
03/09/17,05-06,10704
03/09/17,06-07,10926
03/09/17,07-08,11442
03/09/17,08-09,11856
03/09/17,09-10,12096
03/09/17,10-11,11982
03/09/17,11-12,11884
03/09/17,12-13,11826
03/09/17,13-14,11808
03/09/17,14-15,11713
03/09/17,15-16,11701
03/09/17,16-17,11763
03/09/17,17-18,11962
03/09/17,18-19,12102
03/09/17,19-20,12366
03/09/17,20-21,12450
03/09/17,21-22,12055
03/09/17,22-23,11427
03/09/17,23-00,11112
04/09/17,00-01,10748
04/09/17,01-02,10683
04/09/17,02-03,10653
04/09/17,03-04,10725
04/09/17,04-05,10935
04/09/17,05-06,12014
04/09/17,06-07,13335
04/09/17,07-08,13641
04/09/17,08-09,13647
04/09/17,09-10,13562
04/09/17,10-11,13382
04/09/17,11-12,13337
04/09/17,12-13,13231
04/09/17,13-14,13351
04/09/17,14-15,13531
04/09/17,15-16,13538
04/09/17,16-17,13374
04/09/17,17-18,13415
04/09/17,18-19,13315
04/09/17,19-20,13457
04/09/17,20-21,13132
04/09/17,21-22,12655
04/09/17,22-23,11716
04/09/17,23-00,11309
05/09/17,00-01,11011
05/09/17,01-02,10898
05/09/17,02-03,10784
05/09/17,03-04,10928
05/09/17,04-05,11071
05/09/17,05-06,12122
05/09/17,06-07,13316
05/09/17,07-08,13663
05/09/17,08-09,13682
05/09/17,09-10,13666
05/09/17,10-11,13568
05/09/17,11-12,13578
05/09/17,12-13,13651
05/09/17,13-14,13601
05/09/17,14-15,13670
05/09/17,15-16,13706
05/09/17,16-17,13534
05/09/17,17-18,13474
05/09/17,18-19,13490
05/09/17,19-20,13500
05/09/17,20-21,13198
05/09/17,21-22,12688
05/09/17,22-23,11559
05/09/17,23-00,11087
06/09/17,00-01,10857
06/09/17,01-02,10879
06/09/17,02-03,10901
06/09/17,03-04,10888
06/09/17,04-05,11129
06/09/17,05-06,12219
06/09/17,06-07,13325
06/09/17,07-08,13686
06/09/17,08-09,13543
06/09/17,09-10,13535
06/09/17,10-11,13420
06/09/17,11-12,13395
06/09/17,12-13,13403
06/09/17,13-14,13437
06/09/17,14-15,13433
06/09/17,15-16,13533
06/09/17,16-17,13326
06/09/17,17-18,13222
06/09/17,18-19,13288
06/09/17,19-20,13367
06/09/17,20-21,13166
06/09/17,21-22,12695
06/09/17,22-23,12013
06/09/17,23-00,11465
07/09/17,00-01,11112
07/09/17,01-02,11063
07/09/17,02-03,11023
07/09/17,03-04,11112
07/09/17,04-05,11373
07/09/17,05-06,12565
07/09/17,06-07,13857
07/09/17,07-08,13960
07/09/17,08-09,13756
07/09/17,09-10,13571
07/09/17,10-11,13449
07/09/17,11-12,13367
07/09/17,12-13,13471
07/09/17,13-14,13512
07/09/17,14-15,13563
07/09/17,15-16,13592
07/09/17,16-17,13529
07/09/17,17-18,13400
07/09/17,18-19,13384
07/09/17,19-20,13610
07/09/17,20-21,13382
07/09/17,21-22,12808
07/09/17,22-23,12137
07/09/17,23-00,11623
08/09/17,00-01,11303
08/09/17,01-02,11150
08/09/17,02-03,11118
08/09/17,03-04,11209
08/09/17,04-05,11496
08/09/17,05-06,12483
08/09/17,06-07,13789
08/09/17,07-08,13999
08/09/17,08-09,13927
08/09/17,09-10,14015
08/09/17,10-11,13906
08/09/17,11-12,13795
08/09/17,12-13,13643
08/09/17,13-14,13640
08/09/17,14-15,13479
08/09/17,15-16,13524
08/09/17,16-17,13523
08/09/17,17-18,13467
08/09/17,18-19,13471
08/09/17,19-20,13496
08/09/17,20-21,13025
08/09/17,21-22,12478
08/09/17,22-23,11962
08/09/17,23-00,11731
09/09/17,00-01,11286
09/09/17,01-02,11065
09/09/17,02-03,11020
09/09/17,03-04,11038
09/09/17,04-05,11094
09/09/17,05-06,11269
09/09/17,06-07,11615
09/09/17,07-08,12209
09/09/17,08-09,12760
09/09/17,09-10,13075
09/09/17,10-11,12965
09/09/17,11-12,12747
09/09/17,12-13,12692
09/09/17,13-14,12570
09/09/17,14-15,12298
09/09/17,15-16,12398
09/09/17,16-17,12475
09/09/17,17-18,12575
09/09/17,18-19,12617
09/09/17,19-20,12680
09/09/17,20-21,12484
09/09/17,21-22,12136
09/09/17,22-23,11817
09/09/17,23-00,11464
10/09/17,00-01,11087
10/09/17,01-02,10957
10/09/17,02-03,10853
10/09/17,03-04,10869
10/09/17,04-05,10917
10/09/17,05-06,11036
10/09/17,06-07,11115
10/09/17,07-08,11585
10/09/17,08-09,11983
10/09/17,09-10,12194
10/09/17,10-11,12231
10/09/17,11-12,12208
10/09/17,12-13,12062
10/09/17,13-14,12123
10/09/17,14-15,12401
10/09/17,15-16,12389
10/09/17,16-17,12375
10/09/17,17-18,12390
10/09/17,18-19,12650
10/09/17,19-20,12835
10/09/17,20-21,12593
10/09/17,21-22,12263
10/09/17,22-23,11674
10/09/17,23-00,11075
11/09/17,00-01,10829
11/09/17,01-02,10727
11/09/17,02-03,10735
11/09/17,03-04,10904
11/09/17,04-05,11206
11/09/17,05-06,12287
11/09/17,06-07,13451
11/09/17,07-08,13880
11/09/17,08-09,13996
11/09/17,09-10,13730
11/09/17,10-11,13555
11/09/17,11-12,13511
11/09/17,12-13,13636
11/09/17,13-14,13486
11/09/17,14-15,13502
11/09/17,15-16,13353
11/09/17,16-17,13412
11/09/17,17-18,13356
11/09/17,18-19,13410
11/09/17,19-20,13549
11/09/17,20-21,13278
11/09/17,21-22,12655
11/09/17,22-23,12018
11/09/17,23-00,11558
12/09/17,00-01,11164
12/09/17,01-02,10952
12/09/17,02-03,10947
12/09/17,03-04,11090
12/09/17,04-05,11313
12/09/17,05-06,12472
12/09/17,06-07,13577
12/09/17,07-08,13964
12/09/17,08-09,13829
12/09/17,09-10,13884
12/09/17,10-11,13700
12/09/17,11-12,13658
12/09/17,12-13,13549
12/09/17,13-14,13467
12/09/17,14-15,13528
12/09/17,15-16,13574
12/09/17,16-17,13415
12/09/17,17-18,13347
12/09/17,18-19,13338
12/09/17,19-20,13679
12/09/17,20-21,13316
12/09/17,21-22,12791
12/09/17,22-23,12038
12/09/17,23-00,11436
13/09/17,00-01,11092
13/09/17,01-02,10943
13/09/17,02-03,10945
13/09/17,03-04,11060
13/09/17,04-05,11352
13/09/17,05-06,12406
13/09/17,06-07,13532
13/09/17,07-08,13925
13/09/17,08-09,13957
13/09/17,09-10,13877
13/09/17,10-11,13601
13/09/17,11-12,13519
13/09/17,12-13,13547
13/09/17,13-14,13581
13/09/17,14-15,13558
13/09/17,15-16,13550
13/09/17,16-17,13435
13/09/17,17-18,13526
13/09/17,18-19,13667
13/09/17,19-20,13846
13/09/17,20-21,13638
13/09/17,21-22,13057
13/09/17,22-23,12379
13/09/17,23-00,11771
14/09/17,00-01,11495
14/09/17,01-02,11455
14/09/17,02-03,11392
14/09/17,03-04,11438
14/09/17,04-05,11846
14/09/17,05-06,12970
14/09/17,06-07,14296
14/09/17,07-08,14662
14/09/17,08-09,14526
14/09/17,09-10,14273
14/09/17,10-11,14076
14/09/17,11-12,13745
14/09/17,12-13,13614
14/09/17,13-14,13721
14/09/17,14-15,13673
14/09/17,15-16,13675
14/09/17,16-17,13477
14/09/17,17-18,13454
14/09/17,18-19,13681
14/09/17,19-20,13990
14/09/17,20-21,13539
14/09/17,21-22,13056
14/09/17,22-23,12400
14/09/17,23-00,11894
15/09/17,00-01,11576
15/09/17,01-02,11506
15/09/17,02-03,11539
15/09/17,03-04,11573
15/09/17,04-05,11983
15/09/17,05-06,13144
15/09/17,06-07,14343
15/09/17,07-08,14629
15/09/17,08-09,14410
15/09/17,09-10,14268
15/09/17,10-11,13967
15/09/17,11-12,13755
15/09/17,12-13,13640
15/09/17,13-14,13502
15/09/17,14-15,13314
15/09/17,15-16,13203
15/09/17,16-17,13105
15/09/17,17-18,13130
15/09/17,18-19,13338
15/09/17,19-20,13465
15/09/17,20-21,13104
15/09/17,21-22,12667
15/09/17,22-23,12229
15/09/17,23-00,11769
16/09/17,00-01,11496
16/09/17,01-02,11264
16/09/17,02-03,11222
16/09/17,03-04,11255
16/09/17,04-05,11354
16/09/17,05-06,11710
16/09/17,06-07,11983
16/09/17,07-08,12473
16/09/17,08-09,12889
16/09/17,09-10,13059
16/09/17,10-11,12892
16/09/17,11-12,12731
16/09/17,12-13,12553
16/09/17,13-14,12401
16/09/17,14-15,12525
16/09/17,15-16,12475
16/09/17,16-17,12532
16/09/17,17-18,12695
16/09/17,18-19,12898
16/09/17,19-20,12956
16/09/17,20-21,12620
16/09/17,21-22,12312
16/09/17,22-23,11961
16/09/17,23-00,11632
17/09/17,00-01,11377
17/09/17,01-02,11292
17/09/17,02-03,11217
17/09/17,03-04,11090
17/09/17,04-05,11260
17/09/17,05-06,11396
17/09/17,06-07,11544
17/09/17,07-08,12016
17/09/17,08-09,12462
17/09/17,09-10,12676
17/09/17,10-11,12737
17/09/17,11-12,12680
17/09/17,12-13,12531
17/09/17,13-14,12457
17/09/17,14-15,12419
17/09/17,15-16,12459
17/09/17,16-17,12573
17/09/17,17-18,12669
17/09/17,18-19,12987
17/09/17,19-20,13247
17/09/17,20-21,13034
17/09/17,21-22,12704
17/09/17,22-23,11961
17/09/17,23-00,11475
18/09/17,00-01,11242
18/09/17,01-02,11157
18/09/17,02-03,11052
18/09/17,03-04,11076
18/09/17,04-05,11484
18/09/17,05-06,12792
18/09/17,06-07,13921
18/09/17,07-08,14325
18/09/17,08-09,14345
18/09/17,09-10,14082
18/09/17,10-11,13970
18/09/17,11-12,13986
18/09/17,12-13,13761
18/09/17,13-14,13535
18/09/17,14-15,13378
18/09/17,15-16,13362
18/09/17,16-17,13367
18/09/17,17-18,13356
18/09/17,18-19,13600
18/09/17,19-20,13726
18/09/17,20-21,13415
18/09/17,21-22,12865
18/09/17,22-23,12075
18/09/17,23-00,11616
19/09/17,00-01,11245
19/09/17,01-02,11106
19/09/17,02-03,11072
19/09/17,03-04,11124
19/09/17,04-05,11596
19/09/17,05-06,12694
19/09/17,06-07,13844
19/09/17,07-08,14237
19/09/17,08-09,14244
19/09/17,09-10,14319
19/09/17,10-11,14070
19/09/17,11-12,13783
19/09/17,12-13,14065
19/09/17,13-14,13746
19/09/17,14-15,13786
19/09/17,15-16,13658
19/09/17,16-17,13639
19/09/17,17-18,13594
19/09/17,18-19,13940
19/09/17,19-20,14122
19/09/17,20-21,13715
19/09/17,21-22,13172
19/09/17,22-23,12461
19/09/17,23-00,11905
20/09/17,00-01,11622
20/09/17,01-02,11502
20/09/17,02-03,11469
20/09/17,03-04,11506
20/09/17,04-05,11919
20/09/17,05-06,13143
20/09/17,06-07,14286
20/09/17,07-08,14555
20/09/17,08-09,14373
20/09/17,09-10,14404
20/09/17,10-11,14255
20/09/17,11-12,13972
20/09/17,12-13,13927
20/09/17,13-14,13897
20/09/17,14-15,13909
20/09/17,15-16,13966
20/09/17,16-17,13942
20/09/17,17-18,13941
20/09/17,18-19,14189
20/09/17,19-20,14343
20/09/17,20-21,14030
20/09/17,21-22,13423
20/09/17,22-23,12756
20/09/17,23-00,12111
21/09/17,00-01,11830
21/09/17,01-02,11712
21/09/17,02-03,11735
21/09/17,03-04,11772
21/09/17,04-05,12143
21/09/17,05-06,13230
21/09/17,06-07,14444
21/09/17,07-08,14680
21/09/17,08-09,14542
21/09/17,09-10,14598
21/09/17,10-11,14489
21/09/17,11-12,14291
21/09/17,12-13,14187
21/09/17,13-14,14220
21/09/17,14-15,14210
21/09/17,15-16,14208
21/09/17,16-17,14141
21/09/17,17-18,14156
21/09/17,18-19,14425
21/09/17,19-20,14511
21/09/17,20-21,14176
21/09/17,21-22,13528
21/09/17,22-23,12736
21/09/17,23-00,12240
22/09/17,00-01,11855
22/09/17,01-02,11666
22/09/17,02-03,11639
22/09/17,03-04,11732
22/09/17,04-05,12074
22/09/17,05-06,13183
22/09/17,06-07,14434
22/09/17,07-08,14769
22/09/17,08-09,14614
22/09/17,09-10,14626
22/09/17,10-11,14509
22/09/17,11-12,14287
22/09/17,12-13,14150
22/09/17,13-14,14075
22/09/17,14-15,13901
22/09/17,15-16,13968
22/09/17,16-17,13898
22/09/17,17-18,13910
22/09/17,18-19,14088
22/09/17,19-20,13790
22/09/17,20-21,13422
22/09/17,21-22,12893
22/09/17,22-23,12431
22/09/17,23-00,11926
23/09/17,00-01,11721
23/09/17,01-02,11476
23/09/17,02-03,11420
23/09/17,03-04,11455
23/09/17,04-05,11522
23/09/17,05-06,11749
23/09/17,06-07,12042
23/09/17,07-08,12863
23/09/17,08-09,13234
23/09/17,09-10,13487
23/09/17,10-11,13351
23/09/17,11-12,13069
23/09/17,12-13,12932
23/09/17,13-14,12835
23/09/17,14-15,12833
23/09/17,15-16,12915
23/09/17,16-17,13023
23/09/17,17-18,13054
23/09/17,18-19,13211
23/09/17,19-20,12954
23/09/17,20-21,12564
23/09/17,21-22,12241
23/09/17,22-23,11912
23/09/17,23-00,11586
24/09/17,00-01,11331
24/09/17,01-02,11186
24/09/17,02-03,11070
24/09/17,03-04,11078
24/09/17,04-05,11249
24/09/17,05-06,11407
24/09/17,06-07,11495
24/09/17,07-08,11823
24/09/17,08-09,12389
24/09/17,09-10,12594
24/09/17,10-11,12633
24/09/17,11-12,12630
24/09/17,12-13,12542
24/09/17,13-14,12529
24/09/17,14-15,12648
24/09/17,15-16,12668
24/09/17,16-17,12777
24/09/17,17-18,12928
24/09/17,18-19,13193
24/09/17,19-20,13094
24/09/17,20-21,12777
24/09/17,21-22,12258
24/09/17,22-23,11722
24/09/17,23-00,11362
25/09/17,00-01,11111
25/09/17,01-02,11029
25/09/17,02-03,11037
25/09/17,03-04,11125
25/09/17,04-05,11465
25/09/17,05-06,12620
25/09/17,06-07,13858
25/09/17,07-08,14178
25/09/17,08-09,14055
25/09/17,09-10,14021
25/09/17,10-11,13796
25/09/17,11-12,13738
25/09/17,12-13,13742
25/09/17,13-14,13675
25/09/17,14-15,13657
25/09/17,15-16,13844
25/09/17,16-17,13655
25/09/17,17-18,13582
25/09/17,18-19,13787
25/09/17,19-20,13750
25/09/17,20-21,13506
25/09/17,21-22,12958
25/09/17,22-23,12272
25/09/17,23-00,11715
26/09/17,00-01,11371
26/09/17,01-02,11236
26/09/17,02-03,11231
26/09/17,03-04,11337
26/09/17,04-05,11661
26/09/17,05-06,12755
26/09/17,06-07,13976
26/09/17,07-08,14338
26/09/17,08-09,14035
26/09/17,09-10,13943
26/09/17,10-11,13752
26/09/17,11-12,13828
26/09/17,12-13,13900
26/09/17,13-14,13755
26/09/17,14-15,13697
26/09/17,15-16,13757
26/09/17,16-17,13650
26/09/17,17-18,13672
26/09/17,18-19,14169
26/09/17,19-20,14146
26/09/17,20-21,13500
26/09/17,21-22,12946
26/09/17,22-23,12258
26/09/17,23-00,11762
27/09/17,00-01,11455
27/09/17,01-02,11285
27/09/17,02-03,11256
27/09/17,03-04,11287
27/09/17,04-05,11575
27/09/17,05-06,12652
27/09/17,06-07,13843
27/09/17,07-08,14119
27/09/17,08-09,13951
27/09/17,09-10,13893
27/09/17,10-11,13895
27/09/17,11-12,13669
27/09/17,12-13,13690
27/09/17,13-14,13614
27/09/17,14-15,13728
27/09/17,15-16,13817
27/09/17,16-17,13763
27/09/17,17-18,13664
27/09/17,18-19,13897
27/09/17,19-20,13845
27/09/17,20-21,13567
27/09/17,21-22,12989
27/09/17,22-23,12269
27/09/17,23-00,11736
28/09/17,00-01,11354
28/09/17,01-02,11286
28/09/17,02-03,11254
28/09/17,03-04,11329
28/09/17,04-05,11842
28/09/17,05-06,12845
28/09/17,06-07,14040
28/09/17,07-08,14264
28/09/17,08-09,14537
28/09/17,09-10,14277
28/09/17,10-11,14247
28/09/17,11-12,14047
28/09/17,12-13,14037
28/09/17,13-14,13962
28/09/17,14-15,14030
28/09/17,15-16,13997
28/09/17,16-17,13954
28/09/17,17-18,13897
28/09/17,18-19,14219
28/09/17,19-20,14203
28/09/17,20-21,13796
28/09/17,21-22,13320
28/09/17,22-23,12520
28/09/17,23-00,12011
29/09/17,00-01,11663
29/09/17,01-02,11654
29/09/17,02-03,11746
29/09/17,03-04,11780
29/09/17,04-05,12107
29/09/17,05-06,13082
29/09/17,06-07,14399
29/09/17,07-08,14654
29/09/17,08-09,14623
29/09/17,09-10,14670
29/09/17,10-11,14391
29/09/17,11-12,14257
29/09/17,12-13,14194
29/09/17,13-14,14075
29/09/17,14-15,13922
29/09/17,15-16,13743
29/09/17,16-17,14004
29/09/17,17-18,14065
29/09/17,18-19,14219
29/09/17,19-20,13872
29/09/17,20-21,13207
29/09/17,21-22,12810
29/09/17,22-23,12517
29/09/17,23-00,12209
30/09/17,00-01,11711
30/09/17,01-02,11570
30/09/17,02-03,11505
30/09/17,03-04,11541
30/09/17,04-05,11640
30/09/17,05-06,11907
